0,1,2,3,4,5
Limon,850260633132056576,2017-04-07 08:15:06,ABD-Rusya krizi hakkında Çin'den ilk açıklama! https://t.co/DOI8NfKqkd https://t.co/fT8bQmhm5Q,3,0
Limon,858376702380126208,2017-04-29 17:45:28,Deniz Baykal'a hırsızlık şoku: Zarar en az 150 bin TL https://t.co/wHwfQS3oCc https://t.co/dSvk55q0KA,16,5
Limon,1178607633235927041,2019-09-30 09:48:51,Yurda 550 basamaklı merdivenle çıkıyorlar https://t.co/pbVneU9uma https://t.co/uUFeifehhZ,521,48
Limon,927109136973746176,2017-11-05 09:43:37,KHK mağduru gazeteci ve akademisyenlerden yeni gazete  https://t.co/4Y5tQlnTmC https://t.co/peiHn1AHQQ,0,2
Limon,919468104782172161,2017-10-15 07:40:53,Honda Türkiye`den `göçük` açıklaması! https://t.co/Jg1gohj5Ki https://t.co/BWUnLqqixT,5,2
Limon,884776822092828672,2017-07-11 14:10:07,29 yaşındaki gencin içkisine ilaç katıp tecavüz etti! Bunu yapan kişi ise... https://t.co/Rk8F3HxEjO https://t.co/AeLpYHoBSy,3,4
Limon,285907435150835712,2018-14-16 15:47:14,"['fena', 'karıştı', 'https://t.co/GpMYH4TRsn']",2,0
Limon,294487689860440064,2018-18-17 19:17:38,"['telefonlarınızı', 'sakın', 'çöpe', 'atmayın!', 'İçerisinden', 'bakın', 'ne', 'çıkıyor?', 'https://t.co/2XBjTTYPbV']",2,0
Limon,226771679291891712,2018-11-14 11:22:41,"['kestiği', 'cezalara', 'kızan', 'esnaftan', 'ilginç', 'tepki', 'https://t.co/KPWdb9INwc']",9,0
Limon,1131504303137595394,2019-05-23 10:17:02,SKANDAL I Kamuya ait demiryolunda çalışan gişe memurunun trenlerde üniformasıyla porno film çektiği ortaya çıktı!  https://t.co/HuaRhWkvdc,95,31
Limon,984725425753649152,2018-04-13 09:30:11,Ankara'da eylem https://t.co/Rx1Z4Luqvs https://t.co/7x8v2s0TFw,1,3
Limon,825733611567603712,2017-01-29 15:53:29,Türk bilim insanlarından önemli buluş https://t.co/y8iypY6AxZ https://t.co/IOjOjxi81O,50,20
Limon,790875920349458433,2016-10-25 11:21:27,Bol acılı MC Sopa menü! https://t.co/vhwRbZyyPS https://t.co/GC2qKdYZSs,7,0
Limon,1151216179073228802,2019-07-16 19:45:00,İBB Başkanı Ekrem İmamoğlu'ndan Cumhurbaşkanı adaylığı için flaş açıklama! | #MedyaTava https://t.co/vFo3ybWkbR https://t.co/MmVpVTSnf6,3,0
Limon,744813151821062145,2016-06-20 08:44:28,İşte Beşiktaş'ın yeni kaleci transferi  https://t.co/3e1RNCpFNr,0,0
Limon,1053648139784200192,2018-10-20 14:04:27,Kağıthane Sadabad Viyadüğü'nde inanılmaz olay  https://t.co/sGSgS6AgUG https://t.co/kGrdHh77Zr,1,3
Limon,727096238991093760,2016-05-02 11:23:46,Ve polis harekete geçti https://t.co/mEpEZvefJT https://t.co/M0dnubiAEq,21,4
Limon,981203962706702336,2018-04-03 16:17:09,Son dakika: Çiftlik bank soruşturmasında flaş gelişme! Bulgaristan'da yakalandı https://t.co/er9RuM4VLw https://t.co/ZWJ6dzBfYi,14,3
Limon,909392754626777088,2017-09-17 12:25:03,"Suriyeliler'in kaldığı evde feci olay! Bir anda büyüdü, çevredeki evlere de sıçradı https://t.co/YMW8RL8eVa https://t.co/yfce4WafMy",4,0
Limon,893454798154059776,2017-08-04 12:53:18,Dünyada ilk olacak! İnşası başladı... https://t.co/kdsmui5oYh https://t.co/nWraZbDKx2,11,4
Limon,1039439758668312576,2018-09-11 09:05:24,Pendik'te nişanlısını rehin alan zanlı ile ilgili #flaş gelişme https://t.co/iadZsd4P1J https://t.co/gHdZnnp3Gd,2,0
Limon,1018755241490173952,2018-07-16 07:12:31,Tepki çeken kararda geri adım https://t.co/yH4dnpSlUU https://t.co/AHdXCQI01q,18,6
Limon,851708523926966272,2017-04-11 08:08:30,"Patlama, emniyet ek binasındaki Atöylede panzer tamiri sırasında meydana gelmiş",47,97
Limon,999012307677204480,2018-05-22 19:41:09,Suat Kaya o görüntüye ne dedi https://t.co/7GY15W0icu https://t.co/SKfQNpcTCe,15,5
Limon,918748969718767616,2017-10-13 08:03:18,Ankara'da öğrenci servisi devrildi!.. Yaralılar var! https://t.co/mnisxJXlz0 https://t.co/TcUMAsxpzT,1,3
Limon,976527778194567170,2018-03-21 18:35:39,Fed faiz kararını açıkladı https://t.co/oKorZeXO5C https://t.co/LA25rmkYf2,9,1
Limon,849534480331288577,2017-04-05 08:09:38,Ve beklenen gelişme! :) @Haberturk https://t.co/c7KWXXP15f,92,13
Limon,932691949827641344,2017-11-20 19:27:44,ABD o ülkeye füze sistemi satıyor https://t.co/9Fx1RvczzA https://t.co/lLjqGy1C54,3,2
Limon,858662832870653953,2017-04-30 12:42:27,Türkiye'nin en mutlu kenti 2016'da da unvanını korudu https://t.co/o3SbucmkZk https://t.co/N1uqDTeqj6,50,25
Limon,993492417155387392,2018-05-07 14:07:05,O profesör CHP'den aday oldu... https://t.co/2WTRZOnxCN https://t.co/TkLiPYSMH2,49,9
Limon,1037760519468404736,2018-09-06 17:52:43,Merkez Bankası elindeki döviz rezervini açıkladı https://t.co/FS9j57sUH6 https://t.co/5SmpwDDxma,8,1
Limon,803639041522536451,2016-11-29 16:37:33,Domuzlara istinat duvarlı önlem https://t.co/PLkck3OIYs https://t.co/kIQ2W5sTO0,7,2
Limon,964515568526286849,2018-02-16 15:03:26,#SONDAKİKA 19 yıldır CNN Türk'te çalışıyordu... O isimle yollar ayrıldı https://t.co/7LYvsYvRjq https://t.co/Ch75Icpjyq,3,1
Limon,848068372625575936,2017-04-01 07:03:51,Lübnan'lı bakandan Türkiye için akılalmaz sözler https://t.co/AR7vMdGiYo https://t.co/AEv8RHlLH6,4,1
Limon,731471655952777216,2016-05-14 13:10:07,Azra izleyenleri mest etti! https://t.co/CUiXj2V540 https://t.co/at5TdW1WV0,13,5
Limon,902214200927375361,2017-08-28 17:00:02,Tekstil devine dantelli bluz şoku @DinerGke https://t.co/J5wugz0xP7 https://t.co/k577spfHE8,3,2
Limon,1005015623695560704,2018-06-08 09:16:11,Tesadüfen yakalandı... Tam 11 yıldır yapıyormuş! https://t.co/kUpm2Psq72 https://t.co/xysUUdbMFi,3,0
Limon,804684974263771136,2016-12-02 13:53:42,Yola çıkacaklar dikkat! Emniyet Genel Müdürlüğü uyardı https://t.co/PrRWsMGVHu https://t.co/6cUv58BlfO,7,0
Limon,912597667343159296,2017-09-26 08:40:13,WhatsApp o ülkede tamamen engellendi! Kullanıcılar şimdiyse... https://t.co/G3uneJvmaD https://t.co/I1ykEBQqQp,2,2
Limon,906422966665199616,2017-09-09 07:44:10,Erdoğan'ın karşılandığı töreninde dikkat çeken iki isim https://t.co/e3qXHXECqA https://t.co/OMWKdJQz9a,8,20
Limon,948909738942660608,2018-01-04 13:31:26,O araştırmanın sonucuna göre insan gibi yaşayabilmek için kaç paraya ihtiyaç var https://t.co/iQIsaWi9Sr https://t.co/MzHDhYldnh,3,2
Limon,1088822552061825025,2019-01-25 15:35:00,Trabzonspor'dan Ahmet Ağaoğlu'nun sağlık durumuna ilişkin açıklama https://t.co/kbC5seEUl5 https://t.co/WLOYn8PDtc,3,1
Limon,1087681425183260673,2019-01-22 12:00:34,Öğrencisine tekme atarak ciğerlerini parçalayan öğretmen hakkında karar https://t.co/zQsOuQjRSW https://t.co/arUj4DIrpk,4,4
Limon,1030877720258011136,2018-08-18 18:02:55,Görüntülü konuşmada dehşeti yaşattı! https://t.co/qzd3UVYSi5 https://t.co/G9eouXC63L,8,1
Limon,1187825382185164800,2019-10-25 20:16:54,"#SONDAKİKA İstiklal Caddesi, Galatasaray Meydanı'nda bırakılan şüpheli çanta polisi alarma geçirdi. Polis, caddeyi… https://t.co/bJKPbOFeqU",10,1
Limon,942733905114824704,2017-12-18 12:30:52,AB'den vize serbestisi ile ilgili yeni açıklama https://t.co/PiVGVJxjfG https://t.co/ciLLKEPK6G,4,3
Limon,1097845785541181440,2019-02-19 13:10:06,"Yüksek lisans tezini tık tuzağı (clikbait) haberler üzerine hazırlayan genç bir gazeteci arkadaşın, 'okurların tık… https://t.co/5G3PM0sHtu",185,104
Limon,1126869502891741185,2019-05-10 15:20:00,Vatandaşa yedireceklerdi! Panelvanda bulundu https://t.co/2ymsitRDFr https://t.co/V2kO926jjw,3,3
Limon,792429544129036288,2016-10-29 18:15:00,Twitter'dan bütün dünyaya ifşa etti! https://t.co/vYkWhF9nKe https://t.co/fRr63NEwd3,10,10
Limon,747361273986244608,2016-06-27 09:29:47,"Sevgilisinin kalçasına çikolata sosla yazı yazdı, olan oldu https://t.co/RVPAeJjJoU https://t.co/pAqA1CYB48",0,0
Limon,858660418386001922,2017-04-30 12:32:51,Günün iğrenç haberi! Kaza yapan araçtan çıkanlar herkesi şok etti! O minibüsün içinden bakın ne çıktı?… https://t.co/f93307zE9M,3,0
Limon,800723041365856256,2016-11-21 15:30:24,Erken emeklilikte son tarih... Bu fırsatı kaçırmayın! https://t.co/688SveMbwn https://t.co/lln2gQkz1V,5,2
Limon,1177850222761910272,2019-09-28 07:39:11,Bebek ağlamasından rahatsız olanlara ayrı bilet https://t.co/O6uzUWqJeu https://t.co/oYIW6lA69C,51,4
Limon,983696092591042562,2018-04-10 13:19:59,Trump'tan flaş karar... Beyaz Saray az önce duyurdu https://t.co/7mMWCttlkw https://t.co/dylOYACt1N,5,2
Limon,1042464335413432320,2018-09-19 17:24:00,Trump açıkladı: Yakın zamanda... https://t.co/6GLTevwP5F https://t.co/n7ltQErG5W,2,2
Limon,1028585138022703104,2018-08-12 10:13:01,Yalçın Küçük'ten üzen haber... https://t.co/oiA0b1Hjur https://t.co/v5cRFy8bFs,44,4
Limon,978933839174217734,2018-03-28 09:56:29,Elbise denediği sırada harekete geçtiler! O anlar kameraya böyle yansıdı - VİDEO https://t.co/Z2Iuc2TKwf https://t.co/BoA1DfyfeG,2,0
Limon,855697504196808704,2017-04-22 08:19:17,İstanbul'da hareketli saatler! Olay yerine çok sayıda ekip sevk edildi https://t.co/WKNoPzbdcw https://t.co/rYfk5t2nsi,5,4
Limon,1124216066929041408,2019-05-03 07:36:11,Ege’nin bir sorusu var: “Tehlikenin farkında mısınız?”  Ege has a question: “Are you aware of Danger?”… https://t.co/tQumTieA77,6,1
Limon,1053434997183598593,2018-10-19 23:57:29,Cumhurbaşkanı Erdoğan'dan 'Kaşıkçı' açıklaması: Suudi Arabistan Kralı ile görüştüm ve... https://t.co/ykekL1QBS1 https://t.co/XgBWmrU1j2,2,0
Limon,739180089238257664,2016-06-04 19:40:41,Sayısal Loto'da dev ikramiye bir kişiye çıktı... https://t.co/OwvwXcJ2FZ,0,0
Limon,1017137663214866432,2018-07-11 20:04:51,Adnan Oktar’a operasyonda flaş gelişme https://t.co/vyrLiki8v2 https://t.co/In0WNuUSY4,0,0
Limon,917800084309512194,2017-10-10 17:12:46,Son dakika: Arınç'tan sürpriz Enis Berberoğlu açıklaması https://t.co/G49n8VkO47 https://t.co/UNoz9ZAJfI,4,1
Limon,1144198197243449344,2019-06-27 10:58:03,"Tütün ürünlerinde düz paket uygulamasında tarih belli oldu, paketlerde yer alacak resimli uyarılar belirlendi… https://t.co/lCECqS5gkG",31,5
Limon,1149627367519744008,2019-07-12 10:31:38,SON DAKİKA- NATO'dan flaş S-400 açıklaması #S400 https://t.co/Zdn7mthfoi https://t.co/l0lNcpUZ6b,51,17
Limon,905068555523178496,2017-09-05 14:02:13,Şiddet gören kadın öyle bir intikam aldı ki... Mahalleli sokağa döküldü https://t.co/MvNl43WrU7 https://t.co/9irIBpxCYR,3,2
Limon,892754745143820288,2017-08-02 14:31:32,Şam Büyükelçiliği'ne havan saldırısı https://t.co/3febwtDdhH https://t.co/aN6UeagQaq,0,1
Limon,1099633345640742912,2019-02-24 11:33:14,SON DAKİKA | İlk kar tatili haberi geldi https://t.co/E0NByO2uTF https://t.co/IiiYW8ooMv,7,1
Limon,819926278287618050,2017-01-13 15:17:12,Mersin'de silahlı saldırı https://t.co/PRacTAPpim https://t.co/009kYsPMff,7,1
Limon,834389313152483328,2017-02-22 13:08:09,Dolarda düşüş hız kesmiyor! İşte son rakamlar... https://t.co/JjnOZVD4NB https://t.co/fm5c98mWxm,13,7
Limon,935376937429753856,2017-11-28 05:16:55,Yine 9 günlük tatil geliyor https://t.co/vLcPuLFCQi https://t.co/nSsiILPECN,5,2
Limon,1082645688662609926,2019-01-08 14:30:21,Peş peşe tatil haberleri gelmeye başladı! İşte yarın okulların tatil olduğu yerler https://t.co/9PJ8fjrCKR https://t.co/04OVrh1GI8,3,2
Limon,1124948092825088000,2019-05-05 08:05:00,"Yargıtay'dan emsal karar: Ev, arsa alıp satacaklar dikkat https://t.co/j8asXKvisD https://t.co/alBoGIPyni",7,2
Limon,1109399232253964288,2019-03-23 10:19:23,İşte Galatasaray'ın borcu  https://t.co/NV6fp95wNs https://t.co/gZSRctE1Cc,39,1
Limon,1004368479548596224,2018-06-06 14:24:40,Twitter'dan kötü haber! https://t.co/mL8mN7TWJb https://t.co/8eLXJx4GmF,3,0
Limon,977139717446754305,2018-03-23 11:07:17,"Gezi'de ""çadırları yakın"" diyen polisin cezası belli oldu...        https://t.co/oTYYPNt8rX https://t.co/0c2Gm3ldIM",10,2
Limon,806088338058907654,2016-12-06 10:50:10,RedHack’ten sonra Wikileaks: Albayrak’ın elektronik posta hesabını ele geçirdik https://t.co/l73Zpvq4Vr https://t.co/lFJJSB5QHG,33,38
Limon,1182591145395838977,2019-10-11 09:37:55,35 milyon dolar istenen Halikarnas Diskosu'nun arazisine sürpriz talip çıktı  https://t.co/qz3qtTVUN8 https://t.co/XzZHJgAhQZ,13,4
Limon,997065596478066688,2018-05-17 10:45:37,Bahçeli af projesini AKP'nin sesine anlattı https://t.co/Sm3NuUxnn6 https://t.co/6HNohK8rz4,4,2
Limon,816254750215831552,2017-01-03 12:07:52,Reina saldırısıyla ilgili yeni gelişme https://t.co/TIOND8qTOe https://t.co/6UXffNr2YN,8,0
Limon,915629107068784641,2017-10-04 17:26:05,Gökçek'in yerine gelecek isim belli oldu https://t.co/C76PmRthlJ https://t.co/SVfRolGayN,9,8
Limon,949733693060452352,2018-01-06 20:05:32,"Ders çalışmak için masa başına geçti, öyle bir şey yaptı ki... https://t.co/KFDHw8GLRO",21,1
Limon,788757903926816768,2016-10-19 15:05:13,7.2 milyon kişiye kötü haber... SGK Başkanı açıkladı https://t.co/NFns2nNCov https://t.co/WsckNW5GqU,5,11
Limon,1014474861861855232,2018-07-04 11:43:49,AKP'li başkanı eleştirince yazısı uçuruldu https://t.co/dTZSA9j2Ao https://t.co/7smOpfJ362,1,0
Limon,909679798267645952,2017-09-18 07:25:39,İETT bugün ücretsiz mi? https://t.co/HMsr1Pt0kf https://t.co/qF9lZytLzV,0,0
Limon,1213558710217433094,2020-01-04 20:31:58,@LimonHaber @medyatavacom Abi adamlar tık peşinde değil bence. Hem tweeti okutuyorlar hem de aşağıda tıklamadan yan… https://t.co/6vWNn2G5PQ,2,0
Limon,1025622359670181889,2018-08-04 06:00:00,Skandal ortaya çıktı! Trump'ın başı belada... https://t.co/8BuSKcSQ8p https://t.co/CXzKz1C2Ve,4,2
Limon,1014464987425857541,2018-07-04 11:04:35,Kaybolan Yusuf'la ilgili flaş iddia https://t.co/BqaMcN0VNf https://t.co/aB62FH5Q2I,4,0
Limon,923595089842188288,2017-10-26 17:00:03,Türkiye'de daha önce böylesi görülmedi! https://t.co/fcl4UgevKp https://t.co/eZsvSMVyTb,3,1
Limon,983361060743929856,2018-04-09 15:08:41,Herkesi ilgilendiriyor: Ücretsiz olacak https://t.co/D3NYfTw25l https://t.co/80GHX396zf,0,0
Limon,827906158518272000,2017-02-04 15:46:24,Evlilik hazırlığı yapan genç kadın yatağından ölü bulundu https://t.co/LSXEqB2PkP https://t.co/NAcms8VBab,2,2
Limon,1042704331382902784,2018-09-20 09:17:39,Eski HDP’li vekil hayatını kaybetti! https://t.co/vwrVoGCPWp,3,0
Limon,991759735027388416,2018-05-02 19:22:01,Bence Limon Yorum diye bir hesab olsun. Haber paylaşımlarının altındaki ilginç yorumları RT'lesin.@LimonHaber,9,0
Limon,1085572706773491714,2019-01-16 16:21:16,ABD'nin INF'den çekileceği tarih belli oldu https://t.co/jx3xj4Rm9K https://t.co/z6KJ9X37D8,3,2
Limon,989548479251873794,2018-04-26 16:55:17,Ve şampiyon belli oldu! https://t.co/G5VhneYYJL https://t.co/7YxdeBsdm0,2,2
Limon,1114277190177370112,2019-04-05 21:22:39,Instagram bu telefonlarda kullanılmayacak! Hangi modeller var? https://t.co/JJ84h3k3Lp,8,1
Limon,1126056511774560256,2019-05-08 09:29:28,Erzurum'da Gece Klubü olmasına bir tek ben mi şaşırdım arkadaş ya? https://t.co/zXlLIyn0Sy,8,0
Limon,1047462509983277057,2018-10-03 12:24:57,#SonDakika İstanbul'da ekmek fiyatlarına zam gelecek mi? Vali açıkladı https://t.co/fpvGqrQgTs https://t.co/OT9XWDPG63,4,1
Limon,1211743876970635264,2019-12-30 20:20:28,Denizli'de korkutan deprem!   https://t.co/Qwo46ZTxH7    #Denizli #Deprem https://t.co/lQrnaiou4B,2,3
Limon,878346185706094592,2017-06-23 20:17:04,Adana'da silahlı kavga: Yaralılar var! https://t.co/wqc9hsC5n4 https://t.co/yEuikELglP,3,1
Limon,1113039826062921728,2019-04-02 11:25:48,"AKP hangi ilde ""tulum çıkardı?"" https://t.co/o7tFL1VKFg https://t.co/PmBnnoZsTs",5,2
Limon,977621182697689089,2018-03-24 19:00:27,"Bu ilçede kanserden ölüm oranı yüzde 33,7 https://t.co/lQynI5aFyq https://t.co/LE4EVtr8Op",6,7
Limon,1008329663914106881,2018-06-17 12:45:00,Astım cinsel hayatı etkiler mi? https://t.co/95y1ODXxtb https://t.co/TXByTAwSww,4,0
Limon,1214542047627141121,2020-01-07 13:39:23,‘Kaset kumpası’ davasında önemli gelişme! https://t.co/5FHGugYsjA https://t.co/nIdeqVeTxj,3,0
Limon,879781665731694592,2017-06-27 19:21:09,O ilaç ABD'de kanser izleme listesine alındı... Türkiye'de de satılıyor.. https://t.co/kcT51SXCf9 https://t.co/ouVTzJWz5X,14,11
Limon,1039022217164730369,2018-09-10 05:26:15,Dev inşaat şirketi için kayyım talebi https://t.co/u7ormf8VN9 https://t.co/Yv6G8szRbP,5,2
Limon,1065832313123217409,2018-11-23 05:00:00,Kimse beklemiyordu! İngiliz öğrencinin yaptığı şey bakın neye dönüştü? https://t.co/Immd3DGAsE https://t.co/dN2VVmIKTA,0,0
Limon,904966192233938944,2017-09-05 07:15:28,Burası Akdeniz sahilleri değil bakın neresi... https://t.co/HSjDfda9jU https://t.co/fRT6tKvQLB,2,2
Limon,1147812314806198273,2019-07-07 10:19:15,AKP'li belediyede dini nikah kıyılmaya başlandı https://t.co/R2UGa6UD1I https://t.co/PS3JqgcRYW,28,13
Limon,847528766079414274,2017-03-30 19:19:38,PAGEV'den plastik poşet ve paralı poşet uygulamasına ilişkin açıklama  https://t.co/6IYlnwYrn5 https://t.co/DGW20cD4iN,7,2
Limon,252122605275725824,2018-11-13 11:18:13,"['insanın', 'vücudundaki', ""DNA'ların"", 'toplam', 'uzunluğu', 'ne', 'kadar', 'olabilir?', '100', 'metre,', '1000', 'metre,', '10.000', 'metre,', '100.000', 'm…']",2,0
Limon,728532256365682688,2016-05-06 10:30:00,Hagi'nin yeni adresi belli oldu https://t.co/SFI459TovL https://t.co/3QBr2jyoUc,22,2
Limon,815936726774358016,2017-01-02 15:04:09,Ankara'nın en büyük iki ilçesine bu gece elektrik verilmeyecek https://t.co/nEWKY57anj https://t.co/G7myu8QMA1,14,33
Limon,1035190769601183744,2018-08-30 15:41:27,Suriye Dışişleri'nden Kürtlerin gelecekteki haklarına ilişkin açıklama https://t.co/EfApSaAZfG https://t.co/eHfwJePgXj,20,0
Limon,1062787248754753538,2018-11-14 19:20:00,Türkiye'de 3 milyon kişi bu hastalıktan muzdarip olduğunu bilmiyor https://t.co/0qFmlNU8Fw https://t.co/SWqFFUawNY,2,1
Limon,880671201609347075,2017-06-30 06:15:51,Atatürk büstünü taşlayan saldırgan hakkında yeni gelişme https://t.co/UxsTNs2zfu https://t.co/B8DkRtdj8N,5,2
Limon,234469578515722245,2018-11-25 17:11:23,"['kapatılarak', 'koruma', 'altına', 'aldı', 'https://t.co/8gJkRB9NR8']",9,0
Limon,995791030132838400,2018-05-13 22:20:57,"@LimonHaber Geçmiş olsun canım, buna da bi çözüm bulmak lazım.",1,0
Limon,1073950742682185728,2018-12-15 14:39:44,ABD Başkanı Trump yönetiminden ayrılan bakanlara bir yenisi eklendi https://t.co/iLdVQDQ0s5,12,1
Limon,1036702010295427073,2018-09-03 19:46:34,"Birçok işyerinde ortam sıcaklığı konusundaki anlaşmazlık nedeniyle her gün tartışma yaşanır, klima ayarı defalarca… https://t.co/dvQfbA6ckS",46,10
Limon,1000703160820948993,2018-05-27 11:40:00,"Jigolo olmak istedi, 11 bin lira dolandırıldı https://t.co/fVIQZfqrk3 https://t.co/b1HFZYcdrm",5,4
Limon,1098827080639414274,2019-02-22 06:09:25,Papa: Evlenme yaşı 16 olmalı! (Çocuk gelinler)  https://t.co/dyxGWImY6T https://t.co/eSSd4Jm4kL,69,37
Limon,860051545219616768,2017-05-04 08:40:42,Whatsapp'a neler oluyor? Neden dün gece çöktü? İşte uygulamanın yapımcısından ilk açıklama https://t.co/88myGu0Z2E https://t.co/Z6rqMKLcPo,2,2
Limon,953225004015017984,2018-01-16 11:18:45,Galata Köprüsü’nde ilginç anlar https://t.co/exBBnibGmI https://t.co/S5xVILe9WB,2,1
Limon,877443550455246848,2017-06-21 08:30:19,İş hayatında çok önemli değişiklikler: Hafta tatili kalkıyor https://t.co/xc8yUx7cQr https://t.co/aKEJ1QBwrj,8,8
Limon,947345706670583808,2017-12-31 05:56:31,"valla çok güzel hesap, tr haberlerini takip ediyorsanız, adam her merak uyandırıcı başlığa tıkladığımda düşündüğüm… https://t.co/M8cRLbP00T",3,0
Limon,1146338733320523779,2019-07-03 08:43:46,Rekor fiyata satılabilir! (NASA 'yanlışlıkla' 217 dolara satmıştı) https://t.co/NhfSWv1U61 https://t.co/QeD91okCZQ,22,5
Limon,834846054206017537,2017-02-23 19:23:04,Bakan'dan 'emeklilik' açıklaması: Sabırla o yaşı bekleyin! https://t.co/ABpx2Z8AU5 https://t.co/uYztsQgnpL,15,8
Limon,1008667234728841216,2018-06-18 11:06:23,Çok kritik uyarı geldi! Bütün birikiminiz bir anda uçup gidebilir  https://t.co/txZmrejd7E https://t.co/xCzTQbpmqr,4,4
Limon,1175826908292030464,2019-09-22 17:39:15,Yağmur yurdu terk ediyor! Peki yeni haftanın ilk günü hava nasıl olacak? https://t.co/sa31ir3Vpn https://t.co/rM0gMmmKHj,2,0
Limon,938689577153376256,2017-12-07 08:40:09,Bir ülke daha eşcinsel evliliği kabul etti https://t.co/ZyLnCU0SjB https://t.co/HmPG07j6ac,7,0
Limon,872837513643163648,2017-06-08 15:27:34,Özel halk otobüsü devrildi! Ölü ve yaralılar var https://t.co/oUx8TnvYJl https://t.co/9SeL4rhyEN,5,9
Limon,816008718932443136,2017-01-02 19:50:13,Denizli'de katliam gibi kaza https://t.co/AqpxOdwLWJ https://t.co/GFetXIxkIY,6,4
Limon,275695602750279680,2018-13-19 11:28:53,"['4', 'il', 'için', 'kritik', 'uyarı!', 'https://t.co/wZfjvbT2bl']",4,0
Limon,975985204249681920,2018-03-20 06:39:40,"""Çok değişmiş miyim?"" https://t.co/UhQBcbpmIM https://t.co/T7DtQ73Em3",8,2
Limon,970561168510193664,2018-03-05 07:26:29,İşte Davide Astori'nin herkesi şaşkına çeviren ölüm nedeni https://t.co/HgQ73ctvrv https://t.co/ITO6OwqB9w,7,2
Limon,922882895869546497,2017-10-24 17:50:03,MHP'de bir istifa daha! https://t.co/CsZrhrp0VP https://t.co/EVNgJWd4Mj,17,4
Limon,912227807278837760,2017-09-25 08:10:32,Görenler şaştı kaldı! Kadın polis sokak tabelasında buldu https://t.co/iEG78Psg3P https://t.co/8MDr0IIOqd,15,2
Limon,974689086287106048,2018-03-16 16:49:21,Facebook'ta bütün verileriniz çalınabilir! Sakın o tuzağa düşmeyin... https://t.co/h04Tql5iCh https://t.co/ffbCHlsTKF,6,6
Limon,903840492714168320,2017-09-02 04:42:20,"""Mustafa Kemal’in kurtardığı topraklara gömülmeyi de..."" https://t.co/NnBfjWxwDI https://t.co/EJWjwLZUlq",164,81
Limon,949236550478438400,2018-01-05 11:10:04,"Ferhan Şensoy, Münir Özkul'u gözyaşlarıyla böyle anlatmıştı... https://t.co/gCT3xA9cYj",14201,5970
Limon,1161733644395974659,2019-08-14 20:17:39,Şehirde korku dolu anlar! Polis harekete geçti https://t.co/xo0sJJq4jq https://t.co/CkTHCccz8a,6,2
Limon,848934678497292290,2017-04-03 16:26:14,Türkiye'den #flaş Almanya hamlesi! En alt seviyeye indirildi...  https://t.co/lSP4yFDf0y https://t.co/feSHrX1GXj,7,3
Limon,804296271129444352,2016-12-01 12:09:08,Bundan sonra her duyduğunuzda kulaklarınızı tıkayacaksınız...  https://t.co/JMckstXIox https://t.co/JP6NwdI42z,5,1
Limon,1194587057898827776,2019-11-13 12:05:23,İki AKP'li isim daha istifa etti https://t.co/AHYqncxVXy https://t.co/01TFHWioOE,14,1
Limon,237588541517492224,2018-13-13 19:11:44,"['canlı', 'canlı', 'kesti!', 'Sonra', 'uyardı:', 'Sakın', 'yemekten', 'önce', 'izlemeyin!', 'https://t.co/NYdF761ov8']",3,0
Limon,1045066733600600071,2018-09-26 21:45:00,Zabıta ekipleri tarafından yakalanan dilenci Selahattin A.'nın üzerinden 7 bin lira çıktı. Dilencinin yanında bulun… https://t.co/FDXaw1FOto,8,4
Limon,879224761431150592,2017-06-26 06:28:12,Bayramda PTT ve bankalar açık mı? Bugün noter çalışıyor mu? https://t.co/SU8zBVkSWn https://t.co/s2szgUKIpC,0,0
Limon,1184931036574162946,2019-10-17 20:35:48,Kuzey Marmara Otoyolu'nda hareketli dakikalar! Birden alev aldı https://t.co/W51XV3kDXz https://t.co/qim2Zwkuos,7,2
Limon,1123160345747628032,2019-04-30 09:41:08,Yer: Aksaray... Yurttaş cep telefonuyla böyle görüntüledi - VİDEO https://t.co/kE5ITelrFK https://t.co/5oiV0Hcyg9,6,0
Limon,1014422499331887105,2018-07-04 08:15:45,AK Parti duyurdu! Cumartesi 11’de… https://t.co/zeGRKeUGXD https://t.co/hLN7psy7pw,3,0
Limon,985734821870743552,2018-04-16 04:21:10,İBB'den İstanbul için 'tarihi' ihale! https://t.co/x8qdoA3f5l https://t.co/kZ8UrOURI3,2,1
Limon,1025793622543945728,2018-08-04 17:20:32,Çok konuşulacak iddia: ABD'den sonra Çin de... https://t.co/xCrFKDybQW https://t.co/vBVXHUTfhi,1,0
Limon,1135958794687721472,2019-06-04 17:17:36,Sosyal medyanın vicdan hırsızları! Yeni yöntemleri... https://t.co/l9dqrmXWkT https://t.co/9EzXZn0XUs,3,2
Limon,737271141841141764,2016-05-30 13:15:12,Erdoğan: Başkanlık sistemi olmazsa...  https://t.co/hfOtFqE9es https://t.co/syqzJ7Q1r3,7,12
Limon,1033330726069039104,2018-08-25 12:30:18,Bu haber denize giren herkesi ilgilendiriyor https://t.co/p67lGNniEH,14,2
Limon,1098594481534840833,2019-02-21 14:45:09,İYİ Parti'de istifa depremi! AKP'ye geçtiler https://t.co/vz7D2GLdJ7 https://t.co/FXvTApTtBK,0,1
