source,tweet_id,created_at,full_text,favorite_count,retweet_count
Evrensel,6.49826E+17,Fri Oct 02 05:58:45 +0000 2015,"Silvan'da yasak da, saldırı da yeniden devrede http://t.co/Ec3tEYQqLM http://t.co/bxnkhDX6Vh",3,21
Evrensel,6.49825E+17,Fri Oct 02 05:53:30 +0000 2015,Ahmet Yaşaroğlu'nun köşe yazısı: HDP üzerine http://t.co/z3d9dNvZtg http://t.co/ovPZae1H1S,3,7
Evrensel,6.49824E+17,Fri Oct 02 05:52:18 +0000 2015,İhsan Çaralan'ın başyazısı: Geliyorum diyen bir saldırı daha! http://t.co/kOtq6C0TAo http://t.co/5JVU9W4z9V,4,5
Evrensel,6.49824E+17,Fri Oct 02 05:51:09 +0000 2015,Yücel Özdemir'in köşe yazısı: Kapitalizm aynasında VW sahtekarlığı http://t.co/ViOR5cxK30 http://t.co/YPOsCYe668,2,4
Evrensel,6.49823E+17,Fri Oct 02 05:49:29 +0000 2015,Murat Birdal'ın köşe yazısı: Eğitimde kadrolaşma tam gaz sürüyor http://t.co/cvjhruYdSi http://t.co/O3puKXIqfS,9,6
Evrensel,6.49823E+17,Fri Oct 02 05:48:13 +0000 2015,"Adnan Gümüş'ün köşe yazısı: Eğitim, siyaset ve mühendislik http://t.co/hLC829L0w4 http://t.co/1IkiQluEQ8",4,0
Evrensel,6.49823E+17,Fri Oct 02 05:47:02 +0000 2015,"Çağdaş Günerbüyük'ün köşe yazısı: Hayaller Sartre, hayatlar 'Ben!', 'Ben!', 'Ben!' http://t.co/lkKYWNkiiQ http://t.co/HmaKvT5ylH",2,1
Evrensel,6.49823E+17,Fri Oct 02 05:45:42 +0000 2015,Mehmet Özyazanlar'ın köşe yazısı: Galatasaray sevinmeli http://t.co/DQKTNVNoV7 http://t.co/FDx1tcakiU,0,0
Evrensel,6.49822E+17,Fri Oct 02 05:44:32 +0000 2015,Özcan Yaman'ın köşe yazısı: Direniş... http://t.co/gyOhGiiWZx http://t.co/RzwPvplNvc,3,1
Evrensel,6.49818E+17,Fri Oct 02 05:29:19 +0000 2015,"Schneider Elektrik Eski İşyeri Baştemsilcisi::Bu sendika en az sizin kadar, bizimdir de! http://t.co/rFojyFb4pn http://t.co/rtN7K8iKcM",1,4
Evrensel,6.49818E+17,Fri Oct 02 05:26:54 +0000 2015,"Devlet işçiyi değil, kendini koruyor http://t.co/UIkz2mVAL6 http://t.co/a2q7C8cilG",4,14
Evrensel,6.49818E+17,Fri Oct 02 05:25:58 +0000 2015,Deniz Kuvvetleri Komutanlığı'nda da hesap oyunu: Şüpheli olmayan kayıt yok gibi! http://t.co/5zjI5HZsIW http://t.co/Vw4m9r70GO,2,6
Evrensel,6.49817E+17,Fri Oct 02 05:24:49 +0000 2015,Ege Üniversitesi'nde can güvenliği de iş güvenliği de yok http://t.co/X0fXixD4Z8 http://t.co/Rvi4CVS6DG,3,6
Evrensel,6.49817E+17,Fri Oct 02 05:23:48 +0000 2015,İlyas Coşkun yazdı: Suriye’deki satrancın tarafları http://t.co/4P0sAi9lBG http://t.co/iX2dEKSDos,2,7
Evrensel,6.49817E+17,Fri Oct 02 05:22:53 +0000 2015,Varufakis: Yunanistan böyle giderse Kosovalaşır http://t.co/EnrMdZz2pj http://t.co/9ivq9dRtBc,4,7
Evrensel,6.49816E+17,Fri Oct 02 05:20:44 +0000 2015,İstanbul’u ‘dövme’ye geliyorlar http://t.co/acX630uYF0 http://t.co/w0i3aiHFtV,2,1
Evrensel,6.49816E+17,Fri Oct 02 05:19:32 +0000 2015,"NASA, Mars’ta bulduğu suya dokunabilecek mi? http://t.co/g5lEu5Grjm http://t.co/rbIGvPwGjf",4,8
Evrensel,6.49816E+17,Fri Oct 02 05:18:26 +0000 2015,Belgesele ceza: Antalya Film Festivali'nde belgesel de yok kısa film de! http://t.co/cDObem8SDR http://t.co/OcKK3XsgmI,1,12
Evrensel,6.49813E+17,Fri Oct 02 05:07:13 +0000 2015,İstanbul'da ev baskınları ve gözaltılar yapıldı http://t.co/jGAhp7l96l http://t.co/eqMhLhpAlB,2,9
Evrensel,6.4981E+17,Fri Oct 02 04:57:40 +0000 2015,Ahmet Hakan’a saldıranlar ilk ifadelerinde “Trafik nedeniyle tartıştık” savunması yaptılar. http://t.co/vNIYJqhkhB http://t.co/hayUE9Onp0,24,45
Evrensel,6.49809E+17,Fri Oct 02 04:52:16 +0000 2015,"Günaydın, 'Saldırının faili hedef gösterenler' manşetiyle bayilerdeyiz. http://t.co/YxLKzgxWt8 http://t.co/lrP9zb7ibK",11,21
Evrensel,6.49692E+17,Thu Oct 01 21:08:52 +0000 2015,"Fenerbahçe, 2-0 yenik duruma düştüğü Celtic deplasmanından puanla döndü https://t.co/lDVRGrqgZE https://t.co/N2dDOE49ab",5,1
Evrensel,6.49683E+17,Thu Oct 01 20:30:08 +0000 2015,Evrensel yarın 'Saldırının faili hedef gösterenler' manşetiyle bayilerde https://t.co/YxLKzgxWt8 https://t.co/QYI1oYgtTH,7,11
Evrensel,6.49671E+17,Thu Oct 01 19:44:49 +0000 2015,TEV-DEM: Cihatçıların Şeyh Maksud'a yönelik saldırılarının arkasında AKP var https://t.co/v3QBavV0Vz https://t.co/jAd5xNaHyW,6,22
Evrensel,6.49662E+17,Thu Oct 01 19:08:45 +0000 2015,ABD'nin Oregon eyaletindeki Umpqua Üniversitesi'nde silahlı saldırı: 10 ölü https://t.co/u45yJFZ8ei https://t.co/h5zLsahXcS,3,2
Evrensel,6.4966E+17,Thu Oct 01 19:00:56 +0000 2015,"Beşiktaş, Sporting Lizbon'la 1-1 berabere kaldı https://t.co/0eIeDmFDv0 https://t.co/irOgGAcEAf",1,3
Evrensel,6.49658E+17,Thu Oct 01 18:52:24 +0000 2015,Ankara'da otobüs faciasında yaşamını yitiren 12 kişiden 11'inin kimliği belli oldu https://t.co/6r6XXEOY6C https://t.co/fqD0OKQNt6,4,13
Evrensel,6.49646E+17,Thu Oct 01 18:04:50 +0000 2015,Çukurova Üniversitesi öğrencileri Suruç’ta yaşamını yitirenleri andı https://t.co/9kYYRR7Flp https://t.co/UIHruzudYo,17,21
Evrensel,6.49645E+17,Thu Oct 01 17:58:59 +0000 2015,Uğur Kurt davasında sanık polisin avukatı cinayeti İç Güvenlik Paketi’yle savundu https://t.co/uPMWwoCZZ6 https://t.co/J33rujFCw4,4,20
Evrensel,6.49643E+17,Thu Oct 01 17:50:34 +0000 2015,Gökçek 6 saat sonra konuştu: Şoför 8 yıllık tecrübeli https://t.co/bxjDKIZjlx https://t.co/0v5OTKk9e3,2,8
Evrensel,6.4964E+17,Thu Oct 01 17:38:37 +0000 2015,"İşten çıkarılan çalışan, Kale Holding yöneticisini vurdu http://t.co/ouxTfNGCui http://t.co/HLfpETI7LM",1,6
Evrensel,6.49637E+17,Thu Oct 01 17:26:29 +0000 2015,Kanal D: Ahmet Hakan'a saldıranlardan 2'si AKP üyesi http://t.co/cvjCiLHyBn http://t.co/ZZ1LdqqaES,8,46
Evrensel,6.49635E+17,Thu Oct 01 17:19:11 +0000 2015,Twitter'dan hakaret yağdıran AKP'ye yakın YBP üyesi hakim hesabını kapattı http://t.co/g0DROkQ1qK http://t.co/jJq5LBX3Vz,7,26
Evrensel,6.49626E+17,Thu Oct 01 16:43:48 +0000 2015,İzmir Barış Bloku sınırda bekletilen cenazeleri istedi http://t.co/kEkCvpLevC http://t.co/MSPLqqwX8M,12,24
Evrensel,6.4962E+17,Thu Oct 01 16:21:47 +0000 2015,Önder: Süleyman Şah Türbesinin taşınmasını Sinirlioğlu ile birlikte organize ettik http://t.co/rRXNSfDpJF http://t.co/3RwVRHfWWt,39,55
Evrensel,6.49616E+17,Thu Oct 01 16:05:56 +0000 2015,Nusaybin'de sokağa çıkma yasağı başlarken ilçeye özel harekat timleri sevk edildi http://t.co/7B5WDYeNtL http://t.co/iPDcZ374GI,9,28
Evrensel,6.49614E+17,Thu Oct 01 15:56:02 +0000 2015,'Kubilay Boya hem işçiye hem de doğaya düşman' http://t.co/zOBsOAy1tL http://t.co/KnyqDfqW1X,1,4
Evrensel,6.49612E+17,Thu Oct 01 15:49:45 +0000 2015,Facebook profilinize fotoğraf yerine 7 saniyelik video veya GIF ekleyebileceksiniz. http://t.co/A9OAIiuKOa http://t.co/6vQyhngTv8,5,2
Evrensel,6.4961E+17,Thu Oct 01 15:42:51 +0000 2015,"Rusya, Lübnan'a da silah gönderecek http://t.co/fSzdKb1isO http://t.co/pfE0w5pq5v",2,5
Evrensel,6.49608E+17,Thu Oct 01 15:34:46 +0000 2015,"Gülen hakkındaki iddianamede Erdoğan, oğlu ve damadı müşteki, Davutoğlu mağdur http://t.co/1DqQ4qUjeS http://t.co/5ctpnYYZ43",2,6
Evrensel,6.49607E+17,Thu Oct 01 15:28:12 +0000 2015,24 kişinin öldüğü Bayram Otel davasında otel sahibi Tevfik Bayram'a 15 yıl 6 ay hapis verildi. http://t.co/xz3cBE17gA http://t.co/FDiBwu6WL2,4,8
Evrensel,6.49606E+17,Thu Oct 01 15:26:03 +0000 2015,Cizre'de 3 hafta önce yaralanan özel harekat polisi yaşamını yitirdi http://t.co/VY7Hje34g1 http://t.co/gCr2dwK9HT,5,11
Evrensel,6.49604E+17,Thu Oct 01 15:19:04 +0000 2015,EMEP: Parlamenter sistem dinlenme odasında http://t.co/NEYR5xREU4 http://t.co/EZZfIVs409,4,5
Evrensel,6.49604E+17,Thu Oct 01 15:18:09 +0000 2015,'Fetih Ordusu' İdlib'i ele geçirmek için Türkiye ve S. Arabistan'ın desteğiyle kurulmuştu. http://t.co/CZ15VQAlQd   https://t.co/g74Rw1S2zB,5,11
Evrensel,6.49603E+17,Thu Oct 01 15:12:09 +0000 2015,Irak: IŞİD'e karşı Rusya'nın yardımına açığız http://t.co/UsQcP1FGDZ http://t.co/V4EY3VoFhC,8,13
Evrensel,6.49599E+17,Thu Oct 01 14:59:07 +0000 2015,Sivas Belediyesinin görme engelliler için yaptırdığı yollar tuzaklarla dolu! http://t.co/cHaGEViq4V http://t.co/jtKKn3UHZQ,38,86
Evrensel,6.49596E+17,Thu Oct 01 14:46:31 +0000 2015,Ankara Sincan Organize Sanayide bulunan Termikel fabrikasında 60 işçi işten atıldı @celikissen http://t.co/iBNTO51AVL http://t.co/kyvNxXfmMZ,2,9
Evrensel,6.49593E+17,Thu Oct 01 14:34:31 +0000 2015,"Rusya uçakları, 'Fetih Ordusu'nu vurdu http://t.co/CZ15VQAlQd http://t.co/oF8ysA0jlT",11,9
Evrensel,6.49586E+17,Thu Oct 01 14:07:39 +0000 2015,Demirtaş'tan Erdoğan'a: Hepimizin cumhurbaşkanı sıfatıyla konuşsa dinlerdik http://t.co/BQ6K9dY6Mz http://t.co/PxNulGNLMa,32,36
Evrensel,6.49585E+17,Thu Oct 01 14:00:08 +0000 2015,Nerden Geldik Buraya sergisine paralel Perşembe Sineması gösterimleri SALT Beyoğlu’da sürüyor http://t.co/bAo2JgkdOp http://t.co/W4vReRAAWg,6,1
Evrensel,6.49584E+17,Thu Oct 01 13:58:40 +0000 2015,Sider Metal işçileri alacakları için Konak'ta açıklama yaptı http://t.co/l7zmwsTxOx http://t.co/skJ0IeFHtq,2,2
Evrensel,6.49583E+17,Thu Oct 01 13:53:09 +0000 2015,HDP’yi kurşunlamanın bedeli sadece 1yıl 10 ay http://t.co/zsD2PdDSkf http://t.co/JMpRiFrYwx,9,12
Evrensel,6.49581E+17,Thu Oct 01 13:47:40 +0000 2015,Türk Metal’in temsilci seçimi: Her işçi aday olamaz! http://t.co/1UepBomfst http://t.co/3Q0b9rRJBr,0,2
Evrensel,6.4958E+17,Thu Oct 01 13:42:06 +0000 2015,"GÖP: Ahmet Hakan'a saldıran, gazeteciliği biat ettirmeye çalışan iktidar zihniyetidir http://t.co/AVPZlTM9lQ http://t.co/0k86nhWgtr",17,17
Evrensel,6.4958E+17,Thu Oct 01 13:42:03 +0000 2015,İşsize değil yandaşa İŞKUR! http://t.co/a4Tvv0k5JR http://t.co/ctyuaBPexi,5,8
Evrensel,6.49579E+17,Thu Oct 01 13:37:59 +0000 2015,"Emek, Barış, Demokrasi Mitingi için çağrı: 10 Ekim’de barış için Ankara’da buluşalım http://t.co/zmRLclX5MN http://t.co/sNdOWJSpf6",11,14
Evrensel,6.49577E+17,Thu Oct 01 13:30:20 +0000 2015,Taksit artışına Merkez Bankasından veto http://t.co/KrJ7R3V5yk http://t.co/uW2oCDxeEk,1,0
Evrensel,6.49575E+17,Thu Oct 01 13:22:50 +0000 2015,Sağlıkta sistem çökünce uzun kuyruk oluştu http://t.co/I9UORZOQDm http://t.co/o0FJTA0sJu,3,4
Evrensel,6.49575E+17,Thu Oct 01 13:20:50 +0000 2015,Beytüşşebap'ta askeri konvoya saldırı: 1 asker yaşamını yitirdi http://t.co/XQ1uYrZHIK http://t.co/c5UKQgAHXs,2,4
Evrensel,6.49574E+17,Thu Oct 01 13:18:55 +0000 2015,Hastanede açılan ‘irtibat bürosu’ mültecilerin sağlık sorununu gözler önüne serdi http://t.co/QmirbzznPw http://t.co/Adu1CnC1eF,3,4
Evrensel,6.49573E+17,Thu Oct 01 13:15:10 +0000 2015,Nusaybin'de saat 19.00'dan itibaren geçerli olmak üzere sokağa çıkma yasağı ilan edildi http://t.co/7B5WDYeNtL http://t.co/Ot3Zo4B9iK,8,14
Evrensel,6.49573E+17,Thu Oct 01 13:12:56 +0000 2015,Kartal Uğur Mumcu'daki Milli Eğitim Vakfı Ortaokulu velileri kazandı http://t.co/918OtZUBYd http://t.co/c4R0wwe8mQ,6,5
Evrensel,6.49573E+17,Thu Oct 01 13:12:47 +0000 2015,"HDP milletvekilleri, Tayyip Erdoğan Meclis'te konuşma yapacağı sırada salonu terk etti. http://t.co/r5cqZMuNSr http://t.co/RQUhOy8aes",21,33
Evrensel,6.49573E+17,Thu Oct 01 13:12:12 +0000 2015,"5 adımda, Facebook'ta güvenliği sağlamanın yolu... @facebook http://t.co/qXDfeXTxEO http://t.co/a8yfuD135N",8,0
Evrensel,6.49571E+17,Thu Oct 01 13:06:23 +0000 2015,Çukurova Üniversitesi'nde Suruç’ta yaşamını yitirenler anıldı http://t.co/pHIGS8FGYn http://t.co/nvB9rIzeWY,14,18
Evrensel,6.4957E+17,Thu Oct 01 13:02:22 +0000 2015,Polisin ‘Lastik yakacaktı’ izlenimiyle 3 yıl hapis cezası! http://t.co/9ejaTGmiHe http://t.co/XyeS8cKyWM,2,5
Evrensel,6.49569E+17,Thu Oct 01 12:58:59 +0000 2015,İçinde silah bulunan MİT TIR’ları davasında gizlilik: Dava kamuoyu takibine kapatıldı http://t.co/4tIE6bC3Bu http://t.co/ltyfj3RxDG,9,16
Evrensel,6.49567E+17,Thu Oct 01 12:50:30 +0000 2015,VW skandalıyla otaya çıkan emisyon sorunu: Merdivenaltı emisyon ölçümü yapılıyor http://t.co/UggrLOKLIm http://t.co/EZkuLKTwpa,2,5
Evrensel,6.49565E+17,Thu Oct 01 12:40:43 +0000 2015,Beytüşebap'ta askeri konvoyun geçişi sırasında patlama http://t.co/I2BCf2O3Kq http://t.co/VkZHt7sAm9,4,12
Evrensel,6.49563E+17,Thu Oct 01 12:36:11 +0000 2015,RTÜK Kürtçe kanallara ceza yağdırdı http://t.co/qwxuiAPT4j http://t.co/WYFLXx4kvf,7,29
Evrensel,6.49561E+17,Thu Oct 01 12:25:13 +0000 2015,Şırnak Yeşilyurt Mahallesinde şiddetli patlama http://t.co/7zptAbwB3w http://t.co/uPbwMlQZCl,3,8
Evrensel,6.4956E+17,Thu Oct 01 12:24:11 +0000 2015,"HDP milletvekilleri, Tayyip Erdoğan kürsüye çıkarak konuşma yapacağı sırada salonu terk etti. http://t.co/r5cqZMuNSr http://t.co/T6LyTdNHVT",62,60
Evrensel,6.49557E+17,Thu Oct 01 12:12:21 +0000 2015,"CANLI YAYIN: Cumhurbaşkanı Tayyip Erdoğan, TBMM'nin 25. Dönem Yasama Yılı açılışında konuşuyor http://t.co/r5cqZMuNSr http://t.co/BhA0kI7QYO",2,1
Evrensel,6.49555E+17,Thu Oct 01 12:03:57 +0000 2015,Şırnak'ta polis bir kişiyi daha silahla vurdu http://t.co/FUkwkKJgQt http://t.co/J1TcmYRaIR,5,10
Evrensel,6.49554E+17,Thu Oct 01 12:00:02 +0000 2015,"Ahmet Hakan önce tehdit edildi, sonra dövüldü http://t.co/dGd8xVqU9q http://t.co/brj5oqzKEm",12,10
Evrensel,6.4955E+17,Thu Oct 01 11:41:49 +0000 2015,HDP’li Kadın milletvekilleri meclis açılışında mor kurdele ile savaşı protesto edecek http://t.co/Qm6kbAAoRE http://t.co/qWG62vxdn9,15,16
Evrensel,6.49548E+17,Thu Oct 01 11:34:22 +0000 2015,"Ankara Dikimevi'nde otobüs durağa daldı: 11 kişi hayatını kaybetti, 8 kişi yaralandı. http://t.co/osUCjGp4bU http://t.co/H5w1B09wSB",3,21
Evrensel,6.49546E+17,Thu Oct 01 11:25:41 +0000 2015,'Artık gazeteciler olarak bu ülkede can güvenliğimiz yok' http://t.co/9HJ5yQ695c http://t.co/8OLd05pKRf,3,18
Evrensel,6.49543E+17,Thu Oct 01 11:15:26 +0000 2015,"Ahmet Hakan’a saldıranlar, basın mensuplarına hakaret etti http://t.co/pkUeO3WSde http://t.co/NO8Z20A35P",3,9
Evrensel,6.49541E+17,Thu Oct 01 11:05:26 +0000 2015,Ankara Cebeci’de freni boşalan otobüs durakta bekleyenlere çarptı. 10 kişi hayatını kaybetti http://t.co/CLtujLy5mr http://t.co/pH0tse7v16,6,48
Evrensel,6.4954E+17,Thu Oct 01 11:03:05 +0000 2015,"Bekaroğlu: Erdoğan, 28 Şubat'ta yaşadıklarımızı insanlara yaşatmaya başladı http://t.co/nt0ljvFymT http://t.co/RoSVvkbnAe",4,8
Evrensel,6.49535E+17,Thu Oct 01 10:44:06 +0000 2015,Ankara Cebeci’de Dikimevi kavşağında freni boşalan otobüs duraktakilere çarptı: Yaralılar var. http://t.co/Klu643K2bT http://t.co/5xx7NLbAoN,2,2
Evrensel,6.49527E+17,Thu Oct 01 10:11:08 +0000 2015,Şırnak’ta polis kurşunlarına hedefi olan 2 kişi hayatını kaybetti http://t.co/GN5TQDthS4 http://t.co/KTqEhSyjUp,9,46
Evrensel,6.49525E+17,Thu Oct 01 10:03:56 +0000 2015,Karikatürist Derya Sayın hayatını kaybetti: ‘Derya Kuzuları’ sessiz http://t.co/3pHxPawo6I http://t.co/e2Ixx7o5O6,10,23
Evrensel,6.49522E+17,Thu Oct 01 09:52:56 +0000 2015,Figen Yüksekdağ ve Selahattin Demirtaş Ahmet Hakan'a yönelik saldırıyı kınadı  http://t.co/6ZLqlRZ1rV http://t.co/cdKuWE0bvl,25,31
Evrensel,6.49521E+17,Thu Oct 01 09:45:36 +0000 2015,İstanbul Valiliği'nden Ahmet Hakan açıklaması http://t.co/bQP7bQTq8Y http://t.co/CAsCPQCcSK,1,4
Evrensel,6.49519E+17,Thu Oct 01 09:41:14 +0000 2015,Demirtaş: Baraj bizim için artık yüzde 13'tür http://t.co/DozUjisYix http://t.co/TIveweIMOf,20,26
Evrensel,6.49519E+17,Thu Oct 01 09:38:03 +0000 2015,Albatros Parkı direnişçilerine saldırdı: 18 gözaltı http://t.co/gIOZtJuKqT http://t.co/FJNWZ1BMy7,1,11
Evrensel,6.49509E+17,Thu Oct 01 08:57:53 +0000 2015,Özalp'ta asker mahalleyi kuşattı: 1 çocuk ayağından yaralandı http://t.co/1nrO3gKKHc http://t.co/V9nR0tBSK2,5,14
Evrensel,6.49505E+17,Thu Oct 01 08:43:50 +0000 2015,Gazeteci Ahmet Hakan'a saldırı TBMM gündeminde http://t.co/Qxky3qQZEr http://t.co/6bHGiPKp1e,9,18
Evrensel,1.03708E+18,Tue Sep 04 20:30:10 +0000 2018,"Yarın, 'Ücretler artırılsın' manşetiyle bayilerdeyiz https://t.co/NQ3DD7kx7t https://t.co/FluZF74p1L",42,37
Evrensel,1.03707E+18,Tue Sep 04 20:25:03 +0000 2018,"Sarıyer Belediyesinden güvenlik soruşturması gerekçesiyle çıkarılan Türkan Albayrak, işe geri dönene kadar hafta içi her gün eylem yapacak 
https://t.co/JTG74GWSI3",23,6
Evrensel,1.03707E+18,Tue Sep 04 20:21:28 +0000 2018,"RT @evrenselgzt: Komiser, kadın avukatı dövüp silah doğrulttu!
https://t.co/WUifVQJjjk",0,0
Evrensel,1.03707E+18,Tue Sep 04 20:20:28 +0000 2018,"Aydın'da inşaatın temelinde göçük: 1 işçi yaşamını yitirdi
https://t.co/EkSl0hHPba",5,2
Evrensel,1.03707E+18,Tue Sep 04 20:10:03 +0000 2018,"İspanya Savunma Bakanlığı, 400 hassas lazer güdümlü bombanın Suudi Arabistan’a satışını durduruyor 
https://t.co/I8ahe5SMml",12,3
Evrensel,1.03707E+18,Tue Sep 04 20:06:43 +0000 2018,"RT @evrenselgzt: Her hafta yeni bir övgü: Putin’in imajını düzeltmek için TV programı
https://t.co/UBjQLab0QC",0,0
Evrensel,1.03707E+18,Tue Sep 04 20:04:50 +0000 2018,"Irak'ın Basra kentindeki eylemlerde 7 kişi yaşamını yitirdi. Kentte sokağa çıkma yasağı ilan edildi
https://t.co/dLjyy4jbr2",7,6
Evrensel,1.03707E+18,Tue Sep 04 19:53:29 +0000 2018,"İYİ Parti İzmir teşkilatı istifa etti
https://t.co/th1mlr5z2O",5,3
Evrensel,1.03707E+18,Tue Sep 04 19:50:04 +0000 2018,"ABD’nin Chicago kentinde düzenlenen ve Chicago Belediye Başkanı Rahm Emanuel’i hedef alan protesto gösterilerine polis müdahale etti 
https://t.co/vCoIUi25FT",4,1
Evrensel,1.03706E+18,Tue Sep 04 19:40:32 +0000 2018,"A Milli Takım, hazırlık maçında Galatasaray'ı 92-76 yendi
https://t.co/sx5dCzoBlu",4,0
Evrensel,1.03706E+18,Tue Sep 04 19:20:15 +0000 2018,"RT @evrenselgzt: Amedspor başkanından kombine bilet çağrısı
https://t.co/hD2lewN9i6",0,0
Evrensel,1.03706E+18,Tue Sep 04 19:20:05 +0000 2018,"TÜVTÜRK Muğla Araç Muayene İstasyonu’nda çalışan 12 işçinin Nakliyat-İş’e üye oldukları için işten atılması protesto edildi 
https://t.co/Y1H4VNMaKb",12,5
Evrensel,1.03706E+18,Tue Sep 04 19:20:01 +0000 2018,"RT @evrenselgzt: CHP'li Özel: Yerel seçimlerde Ankara ve İstanbul'u kazanacağız
https://t.co/iz9kSLVITH",0,0
Evrensel,1.03706E+18,Tue Sep 04 19:12:27 +0000 2018,"TSK, 'Fırat Kalkanı' ve 'Zeytin Dalı' harekatlarının gerçekleştirildiği Suriye'deki bölgelere askeri zırhlı araçlar sevk etti https://t.co/woFZzL2s10",4,1
Evrensel,1.03705E+18,Tue Sep 04 19:08:38 +0000 2018,ABD Başkanı Donald Trump’tan İdlib açıklaması: Esad İdlib'e umursamaz bir biçimde saldırmamalı https://t.co/mARwFZOLyh,1,0
Evrensel,1.03705E+18,Tue Sep 04 19:01:09 +0000 2018,"Maltepe Uluslararası Tiyatro Festivali, bu yıl 12-16 Eylül tarihleri arasında yapılacak. Festivale farklı ülke ve şehirlerden 23 tiyatro ekibi katılacak https://t.co/GObkAmSphO",12,5
Evrensel,1.03705E+18,Tue Sep 04 19:01:06 +0000 2018,"Kore Demokratik Halk Cumhuriyeti (Kuzey Kore), ABD’ye Güney Kore ile son dönemde gelişen diplomatik yakınlaşmayı baltalayacak adımlardan kaçınma çağrısı yaptı 
https://t.co/nXkjdisesk",4,0
Evrensel,1.03705E+18,Tue Sep 04 18:35:04 +0000 2018,"Bursa Kestel'de kıraathane işleten Sercan Çelik, 1 saat kitap okuyan müşterilerinden çay parası almıyor 
https://t.co/aybcHQxCTW",101,18
Evrensel,1.03705E+18,Tue Sep 04 18:35:04 +0000 2018,"Trabzon Ortahisar'da belediye ve kaymakamlık binası inşaatında çalışan Ömer Üren isimli işçi asansör boşluğuna düşerek hayatını kaybetti 
https://t.co/KU5j8WUAL6",7,12
Evrensel,1.03705E+18,Tue Sep 04 18:30:09 +0000 2018,"Rusya ve Suriye ordusuna ait uçaklar tarafından İdlib çevresinde düzenlenen hava saldırılarında 17 kişinin öldüğü, çok sayıda kişinin yaralandığı belirtildi https://t.co/btE8TkUKKH",6,3
Evrensel,1.03704E+18,Tue Sep 04 18:21:49 +0000 2018,AB Dış İlişkiler ve Güvenlik Politikaları Yüksek Temsilcisi Federica Mogherini: İdlib'e olası saldırı yeni bir insani faciaya yol açar https://t.co/kwbECt7YcT,2,2
Evrensel,1.03704E+18,Tue Sep 04 18:15:27 +0000 2018,Çevresi Rusya’nın hava saldırısı altında olan İdlib kent merkezinde hayatın normal akışında devam ettiği belirtildi https://t.co/btE8TkUKKH,2,1
Evrensel,1.03704E+18,Tue Sep 04 18:09:38 +0000 2018,"BM Genel Sekreter Sözcüsü: BM, İdlib için yüksek alarmda. Bölgedeki sivillerin çatışmalardan uzaklaştırılmasını sağlamak bölgedeki tarafların sorumluluğu https://t.co/t1SfuUGYe4",8,5
Evrensel,1.03704E+18,Tue Sep 04 18:02:56 +0000 2018,Yüzde 93 engelli olan tutuklu gazeteci Metin Duran tekrar muayene için 2019’a kadar Adli Tıp Kurumu’na götürülecek https://t.co/MhiFNrlVUC,31,16
Evrensel,1.03704E+18,Tue Sep 04 17:50:06 +0000 2018,Sınır Tanımayan Gazeteciler Reuters muhabirlerinin Myanmar'da tutuklanmasına tepki gösterdi: Sahte bir yargılama https://t.co/bx8sJbXkPr,12,8
Evrensel,6.49503E+17,Thu Oct 01 08:34:04 +0000 2015,"Şırnak'ın Yeşilyurt Mahallesi'nde polis ablukası devam ederken, polisler 3 kişiyi vurdu http://t.co/u4auZkK0SA http://t.co/cBLN58Be3L",5,27
Evrensel,6.49501E+17,Thu Oct 01 08:28:13 +0000 2015,İhsan Çaralan'ın başyazısı: Erdoğan 1 kasim’in sonucunu kabul edecek mi? http://t.co/J6uuZlWPDN http://t.co/cbAJ4Pp3to,6,5
Evrensel,6.49501E+17,Thu Oct 01 08:26:36 +0000 2015,A Cihan Soylu'nun köşe yazısı: Devlet ve ‘dev’ cüceleri! http://t.co/HqGU9PHOnq http://t.co/5fveSU5EsA,3,2
Evrensel,6.495E+17,Thu Oct 01 08:25:12 +0000 2015,Sinan Alçın'ın köşe yazısı: Perşembenin gelişi (yeniden) http://t.co/A2vhnTNdTV http://t.co/lDlZxQqme9,3,2
Evrensel,6.495E+17,Thu Oct 01 08:24:02 +0000 2015,Kamil Tekin Sürek'in köşe yazısı: Rejim krizi http://t.co/HV0EbGQUBk http://t.co/cIAPmEy5qV,0,0
Evrensel,6.495E+17,Thu Oct 01 08:22:37 +0000 2015,Erkan Aydoğanoğlu'nun köşe yazısı: İstikrarsızlığın istikrarı http://t.co/1clPLAdGW2 http://t.co/h51eEAD21q,1,4
Evrensel,6.49499E+17,Thu Oct 01 08:21:40 +0000 2015,Hüsnü Öndül'ün köşe yazısı: Aziz Güler ve insan onuruna saygı http://t.co/d9UnALV4cg http://t.co/i8iZBNX81B,1,3
Evrensel,6.49499E+17,Thu Oct 01 08:19:51 +0000 2015,Mustafa Köz'ün köşe yazısı: Barış için diz dize... http://t.co/aqF7B6vj9O http://t.co/WvlKYo97Qo,1,3
Evrensel,6.49499E+17,Thu Oct 01 08:18:18 +0000 2015,İlker Aktükün'ün köşe yazısı: Hakemlik müessesesi iflas ederken… http://t.co/j4D0xLpsKz http://t.co/qNjPInAehK,4,3
Evrensel,6.49498E+17,Thu Oct 01 08:16:57 +0000 2015,Arif Nacaroğlu'nun köşe yazısı: Mars ve şeytan http://t.co/KcRI9XfQu5 http://t.co/zE8K8BqRBc,2,0
