source,created_at,full_text,favorite_count,retweet_count
Spoiler,5-May-17,RUMOURS: Kylian Mbappe has chosen his new club and it's bad news for his Premier League suitors! http://www.goal.com/en/news/11/transfer-zone/2017/05/05/31856602/transfer-news-the-latest-rumours-from-man-utd-chelsea?ICID=HP_BN_1 … ,4,0
Spoiler,20-Jan-16,Mültecilere insanlık dışı uygulama http://str.cm/kz9gh8  ,0,0
Spoiler,19-Aug-17,Selçuk İnan sizce Galatasaray 11'inde oynamalı mı?,179,18
Spoiler,17-May-16,20 Mayıs günü okullar tatil mi? http://www.abcgazetesi.com/20-mayis-gunu-okullar-tatil-mi-16207h.htm … ,6,2
Spoiler,15-Sep-17,Cumhurbaşkanı Erdoğan'dan önemli 'bedelli askerlik' açıklaması  https://goo.gl/DUCyiQ  ,0,0
Spoiler,7-May-16,Galatasaray Beşiktaş derbisinde ilginç olay tartışma yarattı! Derbi tekrar mı oynanacak? http://bit.ly/1VPpJtE  ,11,5
Spoiler,28-Apr-17,"Fenerbahçe'nin net borcu açıklandı http://www.ntv.com.tr/spor/fenerbahcenin-net-borcu-aciklandi,ABUtdZfWmEuJgOq-hegUdg … ",3,0
Spoiler,3-Apr-17,#SONDAKİKA: Başbakan Yıldırım'dan canlı yayında bedelli askerlik açıklaması http://hry.yt/dyPhz  ,7,2
Spoiler,3-Nov-17,Ekim ayı enflasyon rakamları açıklandı http://aane.ws/ooX  ,2,3
Spoiler,2-Sep-16,"Wolfsburg, Gomez için Beşiktaş'a ne kadar ödeyecek? Açıklama geldi http://fotomac.im/eFzdm1  ",5,3
Spoiler,5-Aug-17,Fenerbahçeliler çıldıracak! Yıldız isim İstanbul'a geliyor... http://www.turkiyegazetesi.com.tr/spor/494198.aspx … #flaş ,35,7
Spoiler,11-Apr-17,Odatv davasında karar http://aane.ws/NtD  ,4,0
Spoiler,12-Oct-16,Şahika Ercümen'den yeni dünya rekoru http://www.ntv.com.tr/spor/sahika-ercumenden-yeni-dunya-rekoru%2c8XO6l8ussUu9FqKo6F1LQw … ,18,3
Spoiler,26-Dec-16,Bebeği iskeleden denize düşmüştü! Anneye akılalmaz suçlama http://hry.yt/xaVUp  ,1,0
Spoiler,2-Jan-16,Havalar ısınacak mı? ➤​ http://buff.ly/1Vyksn0  ,7,2
Spoiler,18-Apr-17,Ünlü şarkıcıdan üzücü haber  https://goo.gl/qwkrdU  ,16,0
Spoiler,2-Nov-17,"Ekim ayı enflasyonu açıklandı http://t24.com.tr/haber/ekim-ayi-enflasyonu-aciklandi,481194 … ",6,0
Spoiler,7-Sep-17,1-David Silva'nın 2019'a kadar sözleşmesi var. 2- Ligde 3 maçta da 11 oynadı. 3-Haftalık maaşı 160 bin £ (primler hariç) Sizce gelir mi?,48,7
Spoiler,13-Apr-16,Fenerbahçe'den Caner Erkin açıklaması:,7,6
Spoiler,19-Apr-17,Caner Erkin'den flaş istek! http://hry.yt/pZHre  #sporarena ,2,0
Spoiler,19-Apr-17,Telefonunuzda ya da bilgisayarınızda bunu yapmadan önce dikkat! http://hry.yt/CiWFa  ,22,0
Spoiler,4-Sep-16,Ünlü şarkıcı haberi alınca sinir krizi geçirdi ,6,2
Spoiler,2-Feb-16,İlkay'a dev talip! http://www.yenisafak.com/spor/ilkaya-dev-talip-2402410 … ,1,0
Spoiler,1-Feb-16,Dikkat! ,5,0
Spoiler,5-Aug-17,DHA MANŞETLERİNDEN....Kızılırmak'ta yakalanan piranada şok eden detay! http://www.dha.com.tr/yurt/kizilirmakta-yakalanan-piranada-sok-eden-detay/haber-1539901 … ,19,2
Spoiler,21-Dec-16,Her sabah 30 saniye soğuk duş alın. Neden mi? https://sozcu.tc/e694301  ,18,3
Spoiler,3-Aug-17,İşte Mehmet Görmez’in yeni görevi! http://www.sozcu.com.tr/2017/gundem/iste-mehmet-gormezin-yeni-gorevi-guncel-haberler-1958230/ … ,10,0
Spoiler,8-Jan-16,Geri dönüyor... Galatasaray'dan taraftarın sevmediği seçim! http://amkspor.sozcu.com.tr/2016/01/08/galatasaraydan-taraftarin-sevmedigi-secim-462766/ … ,1,0
Spoiler,18-Apr-17,Galatasaray'da derbi öncesi flaş gelişme! http://hbr.tk/kkUi95 ,5,0
Spoiler,24-Mar-17,Sevgiliniz o burçtan ise dikkat! http://hry.yt/9n0e5  #astroloji ,54,6
Spoiler,26-Aug-16,Kadınlara zorunlu askerlik geldi! http://hry.yt/y8u7g  ,9,4
Spoiler,unknown,Eskişehir Osmangazi Üniversitesi'ndeki silahlı saldırıda yaşamını yitirenlerin ve saldırganın kimliği belli oldu https://sptnkne.ws/hjqk  ,3,0
Spoiler,26-Dec-16,"Galatasaray'ın 11'i belli oldu http://www.ntv.com.tr/spor/galatasarayin-11i-belli-oldu,MympACuvpE2o1QgWf4XsXg … ",7,0
Spoiler,4-Jan-16,Atiba takım arkadaşını övdü: 'Harika bir futbolcu' http://bit.ly/1JrmXG5  ,6,0
Spoiler,21-Dec-16,Caner Erkin ve Şükran Ovalı’nın düğün tarihleri belli oldu http://amkspor.sozcu.com.tr/2016/12/21/caner-erkin-ve-sukran-ovalinin-nikah-tarihi-belli-oldu-568766/ … ,2,0
Spoiler,5-May-16,#SONDAKİKA! Ünlü sanatçı hayatını kaybetti  http://www.tgrthaber.com.tr/magazin/haber-122237 … ,1,0
Spoiler,4-Sep-16,Diyanet mutfağı ödüle aday http://aane.ws/tHy  ,3,0
Spoiler,20-Dec-16,"Sabah yasaklandı, az önce kaldırıldı http://www.turkiyegazetesi.com.tr/gundem/430732.aspx … ",3,0
Spoiler,25-May-16,Rıdvan Dilmen'den sevindirici haber,2,0
Spoiler,14-Feb-17,14 Şub 2017 Sude’nin YouTube kanalına abone olup onu bir nebze de olsa mutlu edelim lütfen. https://www.youtube.com/channel/UCpnqsPhlBcSdRCARdI4tT0A …,13,10
Spoiler,21-Apr-16,İşte Caner Erkin'in yeni aşkı http://bit.ly/1Sm9MVH  ,1,0
Spoiler,17-Jan-16,neyse ki afg demediniz.,22,0
Spoiler,7-Jan-16,Hamzaoğlu'dan çok ağır sözler! http://sampiy10.gazetevatan.com/-g-saray-farki-kapatamaz--902466-super-lig-sampiy10-haber/ … ,4,0
Spoiler,22-Jun-16,FLAŞ... FLAŞ... FLAŞ...,2,0
Spoiler,22-Mar-17,?���?��� Kamu Başdenetçisi Şeref Malkoç'tan YGS'ye geç kalan öğrencilerle ilgili yeni açıklama http://buff.ly/2mQHQQz  ,2,0
Spoiler,9-Aug-16,Herkes onlara hayran!,1,0
Spoiler,unknown,"?��� ?��� Dolar tatil yapmıyor (İşte son rakamlar) https://www.ntv.com.tr/ekonomi/dolar-kuru-bugun-ne-kadar-15-haziran-dolar-euro-fiyatlari,METmexngcUCaJrUjEHmocQ … ",22,7
Spoiler,24-Mar-17,Aboubakar'ın cezası belli oldu http://tr.eurosport.com/futbol/uefa-avrupa-ligi/2016-2017/aboubakar-in-cezasi-belli-oldu_sto6105251/story.shtml … ,4,0
Spoiler,22-Sep-16,'İnsanlık ölmüş' dedirten olay! http://hry.yt/7dJ1f  ,5,2
Spoiler,2-May-16,Ergin Ataman 10 milyon Dolar istedi! http://bit.ly/24u3fjq  ,5,0
Spoiler,5-Aug-17,"""Range Rover'a binen adam, sahada da..."" http://bit.ly/2uds1fE  ",13,0
Spoiler,2-Jul-17,Memurun alacağı zam belli oldu https://goo.gl/GqXxLh ,6,0
Spoiler,22-Mar-17,Uçak düştü mü? http://bit.ly/2n73lym ,0,0
Spoiler,2-Feb-16,Fatih Terim yeni yıldızını buldu http://bit.ly/1SrayW9  ,4,0
Spoiler,unknown,FLAŞ!! Konut satışlarında gerileme sürüyor http://bsn.ht/aIehhn  ,10,4
Spoiler,3-Jul-17,"Milos Teodosic, CSKA Moskova'dan ayrıldı! Yeni adresi... http://hry.yt/pyZed  ",9,0
Spoiler,22-Sep-16,Yıldızı: emre mor beni büyülüyor! http://hry.yt/d60pa  ,0,0
Spoiler,25-Jan-16,Bebeklerinin ismi şimdiden belli oldu http://bit.ly/1S5fDDs  ,8,0
Spoiler,9-Aug-16,"Dışı çıtır, içi kıtır, lokum gibi dana pirzola pişirmek için... Tarifin devamı: https://www.youtube.com/watch?v=oF_Z0DQ4LNQ …",37,4
Spoiler,25-May-16,'Erdoğan ve Yıldırım bir bakan yüzünden sıkıntı yaşadı' http://sptnkne.ws/btNh  ,3,0
Spoiler,29-Dec-16,SÜRÜCÜLER DİKKAT! Yeni MTV ve ÖTV tutarları açıklandı... https://sozcu.tc/781f407  ,5,0
Spoiler,1-Nov-17,İstifası istenen Balıkesir Belediye Başkanı Ahmet Edip Uğur kararını açıkladı https://www.ntv.com.tr/turkiye/balikesir-belediye-baskaniak-partide-siyaset-yapma-imkanimiz-kalmadi%2csK6mZDB8_EawbzJXmtNZNQ … ,9,2
Spoiler,19-May-16,Süper Lig'de sezonun en kötü 11'inde 3 Galatasaraylı futbolcu. http://bit.ly/1RaoU6R  ,8,3
Spoiler,8-Aug-17,YouTube'un yeni tasarımı nasıl aktif edilir? http://www.gzt.com/teknoloji/youtubeun-yeni-tasarimi-nasil-aktif-edilir-2775629?utm_source=Twitter-gzt&utm_medium=Twitter-gzt&utm_campaign=Twitter-gzt … ,6,0
Spoiler,3-Aug-16,"Taffarel Galatasaray'a müjdeyi verdi! ""Leiva bana söyledi..."" http://bit.ly/2awhYDx  ",5,4
Spoiler,unknown,"Akşener, İYİ Parti'nin oy oranını açıkladı https://sptnkne.ws/gZ38  ",5,0
Spoiler,11-Jun-17,GECENİN SORUSU - Fatih Terim'in dışardan dolap çevirdiğini söylediği isim ya da isimler sizce kim?,97,22
Spoiler,24-Sep-16,İstanbul’da hissedilen deprem!  https://sozcu.tc/7d29d4f  ,2,2
Spoiler,27-Dec-16,Kart aidatını üç katıyla geri ödedi http://hry.yt/bG9IF  ,3,0
Spoiler,26-Apr-16,Dün Türkiye'nin birçok şehrinde yaşanan elektrik kesintilerinin nedeni belli oldu http://bit.ly/1Td1EH3  ,2,0
Spoiler,unknown,Apple'dan şok gece zammı! Şarj kablosuna bile zam geldi. İşte yeni fiyatlar... http://hry.yt/J4w6n  ,33,9
Spoiler,25-Nov-17,"Sevgili editörümüz Murat'ın yeni doğan evladı Metehan'a takı olarak 0.25 BTC taktık. Bu da, ilk kripto bebek takısı olarak tarihe geçsin…",210,41
Spoiler,25-May-16,TFF yeni sezon planlamasını açıkladı! Süper Lig'de ilk yarı... İşte tarihler... http://amkspor.sozcu.com.tr/2016/05/25/tff-yeni-sezon-planlamasini-acikladi-494681/ … ,2,3
Spoiler,unknown,BDDK'dan ortak ATM'deki işlem ücretine müdahale https://sptnkne.ws/gNXY  ,14,3
Spoiler,2-Mar-17,"Yıllık enflasyon çift haneyi gördü http://t24.com.tr/haber/yillik-enflasyon-cift-haneyi-gordu,391793 … ",9,13
Spoiler,6-Feb-16,Dikkat! Almazsanız devlete kalıyor http://bit.ly/1T4Q8C3  ,2,0
Spoiler,2-May-16,"Sneijder ve Chedjou, derbiye yetişecek mi? http://bit.ly/1W1rq7i  ",4,2
Spoiler,28-Oct-16,Tüm çalışanları sevindirecek yıllık izin kararı http://hry.yt/EyXVP  ,5,4
Spoiler,22-Mar-17,Kulüpten teklif aldım ancak...' https://goo.gl/wtjkbm  ,0,0
Spoiler,3-Apr-17,Tudor'u sinirlendiren olay! Kravatını çıkarıp fırlattı http://fotomac.im/R8JK1H  ,3,0
Spoiler,26-Feb-16,SON DAKİKA- Benzin fiyatları bir kez daha değişti http://bit.ly/1oEAHDS  ,40,7
Spoiler,16-May-17,Benzin ve motorine zam https://sptnkne.ws/exRf  ,8,4
Spoiler,2-Sep-16,#SONDAKİKA Deprem oldu! http://goo.gl/6HfN4X  ,22,4
Spoiler,unknown,Astori'nin ölüm sebebi belli oldu https://sptnkne.ws/gT8Q  ,5,2
Spoiler,22-Jul-17,"Mustafa Saral Radyospor'da açıkladı: ""Edin Visca..."" http://bit.ly/2vLuAlr  ",0,0
Spoiler,29-Apr-16,Galatasaray Euroleague bütçesini belirledi http://amkspor.sozcu.com.tr/2016/04/29/galatasaray-euroleague-butcesini-belirledi-487334/ …,3,0
Spoiler,26-Jul-16,Gökhan Zan futbola geri döndü! İşte yeni kulübü... http://hry.yt/3Ye9m  ,2,2
Spoiler,2-Sep-16,Eto'o transferi olmadı çünkü... http://fntk.co/2bMvlkf  ,1,2
Spoiler,6-Feb-16,Facebook'tan canlı yayın nasıl yapılır? http://cnn.st/1nTR7sx  ,3,0
Spoiler,30-Mar-16,Eski Galaxy kullanlara müjde http://bit.ly/1MS0gax ,5,0
Spoiler,5-Aug-17,Galatasaray ile adı anılmıştı! İşte Lemina'nın takımı! http://bit.ly/2wvOlh0  ,5,0
Spoiler,20-Dec-16,Rus Büyükelçi’yi öldüren Mert Altıntaş hakkında şok bilgiler ortaya çıktı! https://sozcu.tc/ac80a67  ,1,0
Spoiler,5-Feb-16,Galatasaray'da flaş ayrılık: İşte Burak Yılmaz'ın yeni takımı ve alacağı ücret http://bit.ly/20eEWSL  ,3,0
Spoiler,26-Apr-16,Yok artık! Hakemi döven gençle ilgili flaş gelişme! Ayakkabısı ve pantolonu... http://bit.ly/1VzBJQ7  ,5,3
Spoiler,7-Apr-16,Podolski’den açıklama:,23,3
Spoiler,11-May-17,Galatasaray ve Başakşehir onu istiyor http://hry.yt/kzq4Y  ,1,0
Spoiler,21-Apr-16,Galatasaray'da Muslera tehlikesi: http://www.dha.com.tr/galatasarayda-muslera-tehlikesi_1203703.html#.VxjiGQy7j2w.twitter … ,2,0
Spoiler,22-Mar-17,Dünya devi van Persie'ye talip oldu! http://hry.yt/CaBer  #sporarena ,2,0
Spoiler,9-Feb-16,Bakan Yıldırım'dan GSM CEO’larına: Hava atıyorsunuz ama… http://bit.ly/20SVaTF  ,14,3
Spoiler,25-Jan-16,"İki Alman kulübü, Altınordu'nun genç yıldızını izledi! http://www.ntvspor.net/haber/haber-t/148122/almanlar-caglara-geldi … ",3,2
Spoiler,6-Mar-16,Ligimizde Karcemarskas'tan daha iyi 4 kaleci sayabilen var mı? Ben sayamıyorum.,54,4
Spoiler,13-Jan-16,Mustafa Denizli o üç ismi sildi! http://amkspor.sozcu.com.tr/2016/01/14/mustafa-denizli-o-uc-ismi-sildi-463752/ …,13,5
Spoiler,31-May-16,Anlaşma sağlandı. İşte Vedat Muriç'in yeni takımı... http://www.fanatik.com.tr/foto-galeri/futbol/transfer-sezonu-aciliyor-imzalar-atildi-1234702 … ,5,0
Spoiler,13-Jul-17,"Ali Ece, Galatasaray'ın başına geçmesini istediği hocayı açıkladı http://www.cnnturk.com/spor/futbol/galatasarayya-yeni-hoca-onerdi … ",6,0
Spoiler,26-Apr-16,Usta dönerci uyardı: O dönerleri asla yemeyin! http://bit.ly/1pDNczN  ,4,3
Spoiler,unknown,"Moody's'ten Türkiye açıklaması  https://www.ntv.com.tr/ekonomi/moodysten-turkiye-aciklamasi,Giik5NAQH0yYrq6NZ5KBKw … ",7,11
Spoiler,2-May-17,Dikkat: Meteoroloji'den 5 il için sağanak uyarısı http://hry.yt/jwxUW  ,6,0
Spoiler,12-Jan-16,Resmen açıklandı! İşte yeni takımı! http://bit.ly/1UMGJMQ  ,5,0
Spoiler,5-Feb-16,Ankara'nın tanınmış iş adamı aracında infaz edildi!   http://bit.ly/1PX2tlk ,0,2
Spoiler,unknown,Dünyanın en iyi futbolcusu hangisi?,58,3
Spoiler,25-Sep-16,'Beyaz Show'da büyük değişiklikler! http://bit.ly/2dcSkp5 ,3,4
Spoiler,1-Aug-16,Kemal Kılıçdaroğlu'ndan flaş karar http://hry.yt/NmKB5  ,7,0
Spoiler,23-Feb-17,#SONDAKİKA  ,12,0
Spoiler,unknown,"⚽ Galatasaray'ın Beşiktaş karşısındaki ilk 11'i belli oldu https://www.ntv.com.tr/galeri/spor/galatasaray-besiktas-derbisi-ne-zaman-saat-kacta-hangi-kanalda-canli-yayinlan,FwKkeemjYE2EMkf5AxrRHg … ",5,0
Spoiler,1-Jun-16,Galatasaray'da bir devir sona erdi! Hamit Altıntop... http://hry.yt/JHNMR  ,17,3
Spoiler,19-Feb-16,İşte Robin van Persie'nin yeni görevi! http://bit.ly/1Lwsrv4  ,13,3
Spoiler,22-Mar-17,"Uçuş yasağı bu hisseleri vurdu http://www.ntv.com.tr/ekonomi/ucus-yasagi-bu-hisseleri-vurdu,ouRz8w9Jj0aLV7GZt-CPCw … ",0,0
Spoiler,8-Dec-16,Barcelona onun peşinde! http://www.ntvspor.net/futbol/barcelona-onun-pesinde-584a512200927220104e6d0e … ,6,0
Spoiler,5-Jun-16,Efsanenin cenaze namazını o kıldıracak http://amkspor.sozcu.com.tr/2016/06/06/muhammed-alinin-cenaze-namazini-kildiracak-497763/ … ,3,0
Spoiler,22-Mar-17,Vali açıkladı: Uçak düştü mü? http://bit.ly/2n73lym ,1,0
Spoiler,31-Mar-16,Asena Atalay'dan  Caner Erkin’in aşk dedikodularına ilk tepki! http://bit.ly/1onCnl0  ,8,0
Spoiler,unknown,'CHP'li 15 milletvekili İYİ Parti'ye geçiyor' https://sptnkne.ws/htvg  ,10,0
Spoiler,22-May-16,Kısmetse olur yarışmacılarının maaşları şoke etti http://bit.ly/1XpUpkD  ,7,2
Spoiler,23-Mar-17,"Galatasaray küme düştü, kar etti! http://bit.ly/2nUCyW4  ",8,3
Spoiler,19-May-16,AKP kararını verdi: Genel Başkan açıklandı! http://www.meydangazetesi.com.tr/gundem/akp-kararini-verdi-genel-baskan-aciklandi-h73455.html … ,1,0
Spoiler,3-Jan-16,Süper Lig takımı 3 futbolcusunu gönderdi http://ntv.ac/1P9mipk  ,2,2
Spoiler,29-Apr-16,Hüsnü Çoban öldü mü? http://www.haberdar.com/magazin/husnu-coban-oldu-mu-h27694.html … ,15,0
Spoiler,31-Mar-17,Aşırıya kaçılmadığı müddetçe… http://sabah.im/e4QqoA  ,5,0
Spoiler,14-Feb-17,"Kanal D, 'Hayır' dediği için işten çıkardığı Değirmenci’nin yerine bakın kimi getirdi? https://sozcu.tc/0c06ea5  ",106,49
Spoiler,21-Jun-16,İşte Türkiye'nin ilk 11'i ...#Euro2016 http://www.cnnturk.com/spor/euro-2016/euro-2016-turkiye-hirvatistan … ,3,0
Spoiler,5-Aug-17,İnternet devi #Google 30 milyar dolara #Snapchat'i satın mı alıyor? http://hry.yt/tavIQ  ,4,0
Spoiler,4-Apr-17,Galatasaray o ismi borsaya bildirdi! http://hry.yt/65bFQ  #sporarena ,2,0
Spoiler,24-Jan-16,SON DAKİKA: Trabzonspor-Beşiktaş maçı için karar http://bit.ly/1Ntigqo  ,6,4
Spoiler,7-Aug-16,İstanbul'da ücretsiz toplu taşımayla ilgili yeni karar http://bit.ly/2bdnblI  ,4,3
Spoiler,5-Jan-16,Egemen Korkmaz Süper Lig'e mi dönüyor? http://amkspor.sozcu.com.tr/2016/01/05/egemen-korkmaz-super-lige-mi-donuyor-462274/ … ,16,0
Spoiler,21-Jan-16,"Cumhurbaşkanı başdanışmanı, oraya el konulmasını istedi..  http://buff.ly/1S7hrdm  ",1,0
Spoiler,19-Aug-17,Giuliano 11'de yok! Çünkü... http://hry.yt/6mCVl  ,6,0
Spoiler,22-Mar-17,George Clooney 87 yaşındaki hayranının hayalini gerçekleştirdi http://bit.ly/2mT9jCh  ,4,0
Spoiler,1-Aug-16,#Windows10 ücretsiz yükseltmesini kaçırdınız mı? Bir yolu daha var. http://ajtr.me/dtsq  ,42,0
Spoiler,14-Aug-17,Cenk Ergün müjdeyi beIN SPORTS'ta verdi! http://dgtrk.lu/75u6  ,5,0
Spoiler,20-Sep-16,Köpeğine 8 adet iPhone 7 aldı http://buff.ly/2czX6gx  ,8,5
Spoiler,22-Jul-16,Galatasaray'da yıldız oyuncunun transferi için karar verildi. http://fourfourtwo.com.tr/?p=70939  ,6,0
Spoiler,9-Feb-17,Migros'tan flaş hamle! Hemen her yerde bulunan o dev market zincirini de satın aldılar! https://sozcu.tc/d7b7c80  ,11,0
Spoiler,18-Oct-17,Hiç akla gelmeyecek faydasını Canan Karatay açıkladı: Ağzınıza alıp emerseniz...  https://goo.gl/UCvV1Q  ,112,14
Spoiler,24-Jan-16,Beşiktaş'tan flaş karar! http://hbr.tk/NMXuL6  ,6,5
Spoiler,24-Sep-16,20 yaşında porno sektörüne atıldı. Bir süre sonra radikal bir karar alarak sektörü bıraktı. Bakın şimdi ne yapıyor? http://amkspor.sozcu.com.tr/2016/08/06/porno-yildiziydi-simdi-dunyayi-egitiyor-512997/1?_amk_galeri=1 … ,9,0
Spoiler,7-Feb-17,Alman futbolunda bir ilk http://www.ntvspor.net/futbol/alman-futbolunda-bir-ilk-589ac29f5603d50db4165fe1 … ,6,0
Spoiler,23-Mar-17,Ünlü oyuncu “Sarp Bey’le birlikte olduğunuz doğru mu?” sorusuna öyle bir cevap verdi ki... http://hry.yt/96IPZ  ,3,0
Spoiler,28-Oct-16,29 Ekim töreninde bir 'ilk ve son' http://www.dha.com.tr/29-ekim-toreninde-bir-ilk-ve-son_1364070.html … ,1,0
Spoiler,26-Jun-17,"İtalyan devi satılığa çıkarıldı http://www.ntv.com.tr/spor/fiorentina-satiliga-cikarildi,_YFd41JqU0y2Y7LFnKU--A … ",2,0
Spoiler,2-Jan-16,Öğle saatlerinde... http://vatan.im/1phdeif ,0,0
Spoiler,unknown,Cumhurbaşkanı Erdoğan'dan bedelli askerlik açıklaması https://buff.ly/2FqiqT6  ,9,3
Spoiler,10-Feb-16,Nurgül Yeşilçay ilk aşkına döndü http://bit.ly/1QXmZp6  ,35,5
Spoiler,17-May-16,Şampiyon Beşiktaş'a Konya'da bilet şoku! http://hbr.tk/7xrH74  ,20,3
Spoiler,27-Sep-16,Cansel K.'nın okuduğu okulun yöneticileri için flaş karar http://hry.yt/92LQW  ,10,10
Spoiler,13-Sep-16,Rüzgar eğer Sinan Çetin'in oğlu olmasaydı hâlâ hapiste olur muydu? Cengiz Semercioğlu yazdı http://hry.yt/yHqNs  ,43,14
Spoiler,10-Oct-17,Emekliye üçlü zam yolda http://bit.ly/2hBjBVZ  ,3,0
Spoiler,unknown,Akaryakıta ÖTV zammı: Benzin ve motorinde pompa fiyatı yüzde 9 artacak https://sptnkne.ws/jsCm  ,18,6
Spoiler,22-Mar-17,Tuvalet kapaklarındaki büyük tehlike! http://www.sozcu.com.tr/2017/saglik/tuvalet-kapaklarindaki-buyuk-tehlike-1730870/?_szc_galeri=1 … ,7,2
Spoiler,19-Feb-16,Ünlü akaryakıt şirketi iflas erteleme istedi!,13,2
Spoiler,15-Sep-17,Erdoğan'dan 'bedelli askerlik' açıklaması,20,0
Spoiler,7-Aug-16,Bu sefer de halk plajında şortunu çıkardı | Sevgilisini rahat bırakmadı http://goo.gl/ctVxkk  ,16,6
Spoiler,26-Jan-16,?���?��� O ilimizde son 30 yılın en soğuk gecesi yaşanacak! http://str.cm/5wahUj  ,7,0
Spoiler,17-Jan-16,#SONDAKİKA Bu habere dikkat! Çok kritik uyarı geldi http://goo.gl/icVTvP  ,3,0
Spoiler,5-Dec-17,Son Dakika | İşte Galatasaray'ın ilk 11'i! http://www.ntvspor.net/futbol/son-dakika-iste-galatasaray-in-ilk-11-i-5a2a3f34b392f327dce1e5c7 … ,6,0
Spoiler,24-Mar-17,Zordu daha zorlaştı! İşte ABD’ye gitmenin yeni şartları... http://www.sozcu.com.tr/2017/gundem/son-dakika-haberi-iste-abdye-gitmenin-yeni-sartlari-1753052/ … ,2,4
Spoiler,11-Oct-16,"Demet Şener ve İbrahim Kutluay boşanıyor http://t24.com.tr/haber/demet-sener-ibrahim-kutluay-cifti-bosaniyor,364563 … ",64,21
Spoiler,20-Jan-16,Kale kimin olacak?,2,0
Spoiler,3-Feb-16,"BTK'dan Adil Kullanım Kotası'na Yeni Düzenleme Geliyor! (haberler gayet güzel, tüm gelişmeleri aktardık)…",12,0
Spoiler,26-Apr-16,"Tuncay Şanlı, yeniden Stoke City forması giyecek! http://hbr.tk/Xfs0Si  ",5,2
Spoiler,13-May-17,Şubat ayı işsizlik rakamları açıklandı http://goo.gl/nzCYpL  ,1,0
Spoiler,1-Feb-16,Aynı dizide rol alacak olan Kenan İmirzalıoğlu ile Fahriye Evcen'in ücretleri belli oldu http://szc.tc/23DHHBC  ,3,6
Spoiler,28-Feb-16,BJK-FB derbisinde yabancı sınırı kuralını ihlal etme skandalına imza atan teknik direktör kimdir #beyazfutbolyarışma,19,2
Spoiler,23-Mar-17,Schalke’den şaşırtan karar! http://hry.yt/25ymL  ,5,0
Spoiler,3-Feb-16,TSK’dan açıklama: Hulusi Akar Umre yaptı mı? http://www.sozcu.com.tr/2016/gundem/tskdan-aciklama-hulusi-akar-umre-yapti-mi-1073317/ …,1,3
Spoiler,22-Aug-16,"İvana Sert, Can Çelebi ile evleniyor mu? http://t24.com.tr/haber/ivana-sert-can-celebi-ile-evleniyor-mu,356392 … ",12,0
Spoiler,26-Dec-17,Maaşınızı Bitcoin şeklinde almak ister miydiniz? http://bbc.in/2lhgVyJ ,26,0
Spoiler,1-Aug-16,Bilinçli tüketici 19 lirayı ödemedi ve bakın ne oldu! http://hry.yt/qghMX  ,5,2
Spoiler,1-Feb-16,"Sizce Pep Guardiola, Manchester City'de başarılı olur mu?",17,0
Spoiler,1-Aug-17,GÜNÜN SORUSU - Selçuk İnan'ın Galatasaray'dan ayrılma kararı sizce doğru mu?,124,10
Spoiler,9-Oct-16,"Athena'nın solisti Gökhan Özoğuz: Acun o gün benimle konuşmadı http://t24.com.tr/haber/athenanin-solisti-gokhan-ozoguz-acun-o-gun-benimle-konusmadi,364376 … ",37,5
Spoiler,2-Sep-16,Cumhurbaşkanı Emre Mor'dan ne istedi? http://bit.ly/2bHG0fn  ,8,5
Spoiler,24-Jan-16,Sizce kar ne renk? Hayır! Tabi ki beyaz değil! İşte karın asıl rengi! http://bit.ly/1TjH7nW  ,5,0
Spoiler,21-Apr-16,?���?��� Borsa günü işte böyle kapattı! http://bit.ly/1Sy0prE  ,3,0
Spoiler,16-Jan-16,Mustafa Denizli transfer için gün verdi! http://hbr.tk/pp9ZAD  ,6,0
Spoiler,26-Aug-16,?���?��� FETÖ himmet vermediği için dev şirketi batırmış http://bit.ly/2bJ3Lc8  ,6,2
Spoiler,15-Sep-16,Ve FIFA açıkladı! A Milli Takımımız... http://hbr.tk/HBfSix  ,7,0
Spoiler,17-May-16,FLAŞ! CHP ilk fireyi verdi http://bit.ly/1OzQ391 ,4,0
Spoiler,unknown,Duygusal anlar yaşandı... NTV Spor resmen kapandı! İşte yerine gelen yeni kanal https://buff.ly/2pjCnFt  ,5,0
Spoiler,26-May-16,İşte dev derbinin ilk 11'leri http://www.ntv.com.tr/spor/galatasaray-fenerbahce-maci-ne-zaman-hangi-kanalda-saat-kacta-turkiye-kupasi%2clNogik1GEUW6n4kr3yFYlA … ,1,0
Spoiler,6-Feb-16,Beyaz Show izleyicilerine kötü haber http://bit.ly/1nTJceD  ,21,2
Spoiler,7-Apr-16,Derdimiz tıklatmak değil haber http://goo.gl/nnQpHZ  ,23,3
Spoiler,29-Dec-16,Anthony Martial'a İspanya'dan kanca! http://www.ntvspor.net/futbol/anthony-martial-a-ispanya-dan-kanca-5864cd65c4168ab34067b048 … ,2,0
Spoiler,20-Apr-16,SONDAKİKA! Barcelona'da Arda Turan kararı  http://www.tgrthaber.com.tr/spor/120069.html … ,8,0
Spoiler,18-Apr-17,Türk kozmetik devi satılıyor! Yeni sahibi kim olacak? | #MedyaTava http://shar.es/1QN7iv  ,14,0
Spoiler,2-Sep-16,'Neden Sözcü’ye erişemiyorsunuz?',19,0
