source,created_at,full_text,favorite_count,retweet_count
Diken,10-May-18,İstifa eden cumhuriyet başsavcısı: Çürümüş yargı sisteminin bir parçası olamadım,221,98
Diken,14-Jul-18,İhraç edilen imzacı akademisyene ‘Önce savcılık baksın’ denerek kitapları verilmedi http://www.diken.com.tr/ihrac-edilen-imzaci-akademisyene-once-savcilik-baksin-diyerek-kitaplarini-vermediler/ …,15,10
Diken,26-May-18,Koç hakkında suç duyurusu: Ciddi ciddi ‘FETÖ’cü olduğumu düşünüyorlar http://www.diken.com.tr/koc-hakkinda-suc-duyurusu-ciddi-ciddi-fetocu-oldugumu-dusunuyorlar/ …,24,13
Diken,8-Jul,Başbakan Yıldırım intihara kalkışan kişiyi vazgeçirdi: Yanına alıp düğüne götürdü http://www.diken.com.tr/basbakan-yildirim-intihara-kalkisan-kisiyi-vazgecirdi-yanina-alip-dugune-goturdu/ …,58,15
Diken,21-Oct-18,İskandinav tarz-ı hayat çok ‘cool’: Yeni trend ‘külotlu sarhoşluk’ http://www.diken.com.tr/iskandinav-tarz-i-hayat-cok-cool-ama-artik-yeni-trend-finlerin-kulotlu-rahatligi/ …,34,6
Diken,9-Dec-17,Teknolojik distopya ‘Black Mirror’un yayın tarihi: 29 Aralık http://www.diken.com.tr/teknolojik-distopya-black-mirrorun-yayin-tarihi-29-aralik/ …,16,7
Diken,29-May-18,Macron ‘diktatör’ kapağına destek verdi: Özgürlük düşmanlarını memnun etmedi diye… http://www.diken.com.tr/macron-diktator-kapagina-destek-verdi-ozgurluk-dusmanlarini-memnun-etmedi-diye/ …,24,16
Diken,8-Sep,"Susam etkisi: Ankara’da 1,25 lira olan 100 gram simit 1,5 liraya yükseldi http://www.diken.com.tr/susam-etkisi-ankarada-125-lira-olan-100-gram-simit-15-liraya-yukseldi/ …",21,13
Diken,10-Jul-18,Bir babanın en ağır yükü… http://www.diken.com.tr/bir-babanin-en-agir-yuku/ …,130,40
Diken,23-Aug-18,Kırşehir’de madende iş cinayeti: Emekliliğine iki ay kalan işçi öldü http://www.diken.com.tr/kirsehirde-madende-is-cinayeti-emekliligine-iki-ay-kalan-isci-hayatini-kaybetti/ …,8,6
Diken,17-May-18,İnce’den yayını kesen TV’lere: Kanalın önünde miting haftaya http://www.diken.com.tr/inceden-yayini-kesen-tvlere-kanalin-onunde-miting-haftaya/ …,223,57
Diken,6-Aug,Muhalefetteki dağınıklığın nedenleri ve çıkış önerisi LEVENT GÜLTEKİN (@acikcenk) yazdı,51,11
Diken,26-Sep-18,‘Erdoğan’a hakaret’te bugün: 24 Haziran sonrası tutuklanan beş CHP’liye tahliye http://www.diken.com.tr/erdogana-hakarette-bugun-24-haziran-sonrasi-tutuklanan-bes-chpliye-tahliye/ …,11,2
Diken,4-Jul,Abbas Güçlü: Okullar açıldığında yüzbinlerce öğrenci hâlâ gidecek lise bulamazsa şaşırtıcı olmaz http://www.diken.com.tr/abbas-guclu-okullar-acildiginda-yuzbinlerce-ogrenci-hala-gidecek-lise-bulamazsa-sasirtici-olmaz/ …,31,13
Diken,10-May-18,Akaryakıtta indirimin perde arkası: EPDK yetkilileri dağıtıcıları arayıp ‘ikna etmiş’ http://www.diken.com.tr/akaryakitta-indirimin-perde-arkasi-epdk-yetkilileri-dagiticilari-arayip-ikna-etmis/ …,7,15
Diken,12-Aug-18,Tuncay Mollaveisoğlu: Demirören krediyi nasıl çeviriyor ve bu büyük farkın üstesinden nasıl geliyor merak ediyorum http://www.diken.com.tr/tuncay-mollaveisoglu-demiroren-krediyi-nasil-ceviriyor-ve-bu-buyuk-farkin-ustesinden-nasil-geliyor-merak-ediyorum/ …,12,10
Diken,23-Jul-18,Hükümetten ‘iddialı’ çalışma: Devletteki doktor maaşı 200 bin liraya çıkabilir http://www.diken.com.tr/hukumetten-iddiali-calisma-devletteki-doktor-maasi-200-bin-liraya-cikabilir/ …,8,5
Diken,12-Jul-18,BluTV belgesel serisi ‘Parayı Vuranlar’da sıra ‘Titan Saadet Zinciri’nde http://www.diken.com.tr/blutv-belgesel-serisi-parayi-vuranlarda-sira-titan-saadet-zincirinde/ …,30,8
Diken,4-Sep,Putin’in doğa maceraları devlet kanalında: Vahşi hayvanlar bile ondan korkuyor http://www.diken.com.tr/putinin-doga-maceralari-devlet-kanalinda-vahsi-hayvanlar-bile-ondan-korkuyor/ …,70,21
Diken,7-Oct,"Fırıncılar da dertli: 10 kuruş karımız var, böyle giderse fırınların yarısı kapanır http://www.diken.com.tr/firincilar-da-dertli-10-kurus-karimiz-var-boyle-giderse-firinlarin-yarisi-kapanir/ …",37,10
Diken,5-Dec-17,Canlı Blog | Sarraf çarpraz sorguda Avukat: İşlediğiniz suçlardan ne kadar para kazanıyordunuz? Sarraf: Hatırlamıyorum. Avukat: Genel olarak? Sarraf: 100 milyon dolar olabilir. Belki de 150... http://www.diken.com.tr/canli-blog-sarraf-hakim-karsisinda/ …,27,32
Diken,4-Aug,"Arslan Bulut: Türkiye-ABD ilişkisi evlilikse, ABD, Türkiye’ye karşı neden kiralık katiller tutuyor?  http://www.diken.com.tr/arslan-bulut-turkiye-abd-iliskisi-evlilikse-abd-turkiyeye-karsi-neden-kiralik-katiller-tutuyor/ …",31,15
Diken,1-Dec-17,"Canlı Blog | Sarraf hakim karşısında: Yargıcın, duruşma öncesi 'Bu davanın çok ötesinde etki yapacak’ diye anlattığı tapenin dinletilmesi bekleniyor http://www.diken.com.tr/sarraf-ucuncu-kez-hakim-karsisinda/ …",24,23
Diken,5-Sep,"Yerel seçimler yaklaşırken Sarıgül, Kılıçdaroğlu’na destek çıktı http://www.diken.com.tr/yerel-secimler-yaklasirken-sarigul-kilicdarogluna-destek-cikti/ …",34,7
Diken,4-May,İYİ Parti'li Aydın: Akşener için şimdiye dek 110 bin 200 imza toplandı http://www.diken.com.tr/ilgi-yogun-bagimsiz-cumhurbaskani-adaylari-icin-imza-sureci-basladi/ …,121,34
Diken,5-May,Cumhurbaşkanı adayı İnce’nin ilk ziyareti köyüne: Garibanın hakkını yedirmeyeceğiz http://www.diken.com.tr/cumhurbaskani-adayi-incenin-ilk-ziyareti-koyune-garibanin-hakkini-yedirmeyecegiz/ …,131,18
Diken,7-Oct,Kütüphanede istismar suçlamasına 15 yıl hapis http://www.diken.com.tr/kutuphanede-istismar-suclamasina-15-yil-hapis/ …,10,2
Diken,11-Jul-18,Yeni sistem: İçişlerinin görev tanımına ‘ülkenin idari bölümlere ayrılması’ eklendi http://www.diken.com.tr/yeni-sistem-icislerinin-gorev-tanimina-ulkenin-idari-bolumlere-ayrilmasi-eklendi/ …,47,48
Diken,11-Sep-18,"Dövizle kira ödeyen AVM esnafı kepenk kapattı, AKP ‘Tedbirlere hazırız’ dedi http://www.diken.com.tr/dovizle-kira-odeyen-avm-esnafi-kepenk-kapatti-akp-tedbirlere-haziriz-dedi/ …",15,6
Diken,28-Jul-18,KYK karşılıksız bursu krediye çevirmişti: Mahkeme borcu iptal etti http://www.diken.com.tr/kyk-karsiliksiz-bursu-krediye-cevirmisti-mahkeme-borcu-iptal-etti/ …,26,8
Diken,29-Oct-18,Nagehan Alçı: ‘Mehter Marşı da söyleseler yine aynı tokat gelecekti’ http://www.diken.com.tr/nagehan-alci-mehter-marsi-da-soyleseler-yine-ayni-tokat-gelecekti/ …,6,2
Diken,3-Aug,‘605 imza var’ diyen CHP yönetimi: Geri çekme beyanları henüz düşülmedi http://www.diken.com.tr/605-imza-var-diyen-chp-yonetimi-geri-cekme-beyanlari-henuz-dusulmedi/ …,12,0
Diken,26-May-18,Akşener’den kendisini 38 saniye gösteren TRT’ye: Satıp parasını halka vereceğim http://www.diken.com.tr/aksenerden-kendisini-38-saniye-gosteren-trtye-satip-parasini-halka-verecegim/ …,577,131
Diken,17-May-18,MHP’li Kaya iddialı: MHP tabanının üçte ikisi Erdoğan’a oy vermeyecek http://www.diken.com.tr/mhpli-kaya-iddiali-mhp-tabaninin-ucte-ikisi-erdogana-oy-vermeyecek/ …,157,41
Diken,15-Aug-18,Toplu taşıma araştırması: Yolcuların en büyük korkusu ‘yetersiz bakiye’ sesi http://www.diken.com.tr/toplu-tasima-arastirmasi-yolcularin-en-buyuk-korkusu-yetersiz-bakiye-sesi/ …,25,3
Diken,5-Dec-17,Arşivden... Kılıçdaroğlu'nun bahsettiği MİT raporunda neler vardı? MİT’in Sarraf raporuna ne oldu? http://www.diken.com.tr/mitin-sarraf-raporuna-ne-oldu/ …,22,21
Diken,10-Jul-18,Soylu yemin için kürsüye çıkarken CHP grubu Meclis’i terk etti http://www.diken.com.tr/soylu-yemin-icin-kursuye-cikarken-chp-grubu-meclisi-terk-etti/ …,46,10
Diken,21-May-18,"Murat Muratoğlu: Dışarıdan gelen para biraz kesilince hem dolar artıyor, hem faiz yükseliyor delice…  http://www.diken.com.tr/murat-muratoglu-disaridan-gelen-para-biraz-kesilince-hem-dolar-artiyor-hem-faiz-yukseliyor-delice/ …",24,13
Diken,24-Sep-18,Özelleştirilen şeker fabrikası şimdi de inşaat şirketine devrediliyor http://www.diken.com.tr/ozellestirilen-seker-fabrikasi-simdi-de-insaat-sirketine-devrediliyor/ …,18,23
Diken,27-Oct-18,"X ve Y anlattı: * Müzik endüstrisindeki her şey parayla manipüle ediliyor * Mesela Berkay'ın Kamboçya’dan 800 bin tıklanması var, gitsin konser versin o zaman! * Çıksın Demet Akalın, UGC raporu nedir söylesin mesela Müjde Yazıcı'nın söyleşisi http://www.diken.com.tr/x-ve-y-anlatti-youtube-sahteciligi-artik-sektor-haline-geldi/ …",43,15
Diken,5-Dec-17,Arşivden... Kılıçdaroğlu'nun bahsettiği MİT raporunda neler vardı? MİT’in Sarraf raporuna ne oldu? http://www.diken.com.tr/mitin-sarraf-raporuna-ne-oldu/ …,438,413
Diken,10-Jul-18,Alman basını: Türkiye’de durumun düzeleceğine dair belirti bulunmuyor http://www.diken.com.tr/alman-basini-turkiyede-durumun-duzelecegine-dair-belirti-bulunmuyor/ …,142,87
Diken,14-Aug-18,"CHP kulisi: Hava ‘tersine döndü’, Kılıçdaroğlu’na ‘Uzlaşalım’ mesajı gitti http://www.diken.com.tr/chp-kulisi-hava-tersine-dondu-kilicdarogluna-uzlasalim-mesaji-gitti/ …",16,8
Diken,4-May,HDP’nin adayı Demirtaş: Bu çarkı durdurabileceğimizi herkes bir kez daha duymalı http://www.diken.com.tr/hdpnin-adayi-demirtas-bu-carki-durdurabilecegimizi-herkes-bir-kez-daha-duymali/ …,69,11
Diken,7-Jul,Kaçak maden ocağında göçük: İki ölü http://www.diken.com.tr/kacak-maden-ocaginda-gocuk-iki-olu/ …,15,14
Diken,21-Jul-18,Kılıçdaroğlu kurultay isteyenlere ilk kez çıkıştı: Birileri koltuk derdinde http://www.diken.com.tr/kilicdaroglu-kurultay-isteyenlere-ilk-kez-cikisti-birileri-koltuk-derdinde/ …,22,7
Diken,19-Jul-18,Dört yaşındaki Leyla’nın ölümü: Babasının kuzeni ‘kasten öldürme’den tutuklandı http://www.diken.com.tr/dort-yasindaki-leylanin-olumu-babasinin-kuzeni-kasten-oldurmeden-tutuklandi/ …,13,12
Diken,7-Aug,Ekonomist Gürses’e göre ‘Döviz bozun’ çağrısı kaygıyı artırdı: Baskı bir yere kadar http://www.diken.com.tr/ekonomist-gursese-gore-doviz-bozun-cagrisi-kaygiyi-artirdi-baski-bir-yere-kadar/ …,19,8
Diken,11-May-18,"CHP teklif etti, AKP ve MHP reddetti: Emekliye üç asgari ücret ikramiye verelim http://www.diken.com.tr/chp-teklif-etti-akp-ve-mhp-reddetti-emekliye-uc-asgari-ucret-ikramiye-verelim/ …",68,48
Diken,25-Jul-18,"Yunanistan yangınında ölü sayısı 79: Erdoğan aradı, Çipras yardım istemedi http://www.diken.com.tr/yunanistan-yangininda-olu-sayisi-79-erdogan-aradi-cipras-yardim-istemedi/ …",17,13
Diken,28-Oct-18,"Milliyetçilik, işsizlik, yoksulluk… Bosna’da ‘ülkeyi terk edin’ kampanyasına büyük ilgi http://www.diken.com.tr/milliyetcilik-issizlik-yoksulluk-bosnada-ulkeyi-terk-edin-kampanyasina-buyuk-ilgi/ …",17,6
Diken,21-Oct-18,"Rusya’dan Trump’a ‘nükleer’ yanıt: Çok tehlikeli bir adım, askeri önlem alırız http://www.diken.com.tr/rusyadan-trumpa-nukleer-yanit-cok-tehlikeli-bir-adim-askeri-onlem-aliriz/ …",16,5
Diken,25-Sep-18,Kars’ta ölü bulunan Sedanur Güzel’e ilişkin haberlere yayın yasağı http://www.diken.com.tr/karsta-olu-bulunan-sedanur-guzele-iliskin-haberlere-yayin-yasagi/ …,10,16
Diken,20-Jul-18,HDP’li vekiller Uca ve Tiryaki’ye soruşturma http://www.diken.com.tr/hdpli-vekiller-uca-ve-tiryakiye-sorusturma/ …,12,7
Diken,3-Jul,Uğur Gürses: Yüksek enflasyon ve durgunluk dönemine demir atıyoruz http://www.diken.com.tr/ugur-gurses-yuksek-enflasyon-ve-durgunluk-donemine-demir-atiyoruz/ …,19,7
Diken,7-Oct,DEDAŞ açıkladı: Altı ilde 90 bin sayacı okumamız engelleniyor http://www.diken.com.tr/dedas-acikladi-alti-ilde-90-bin-sayaci-okumamiz-engelleniyor/ …,50,36
Diken,3-Sep,‘Savaş söz konusu değil’ diyen İran dini lideri: Buna rağmen ordu kapasitesini artırmalı http://www.diken.com.tr/savas-soz-konusu-degil-diyen-iran-dini-lideri-buna-ragmen-ordu-kapasitesini-artirmali/ …,11,6
Diken,29-Sep-18,Alman basını: Normalleşme yok... Erdoğan demokratik Avrupa'dan uzak https://dkn.fm/2NRg4pq,32,17
Diken,11-May-18,"ODTÜ’de Onur Yürüyüşü’ne çağrı: Rektörlük yasakladı, öğrenciler kararlı http://www.diken.com.tr/odtude-onur-yuruyusune-cagri-rektorluk-yasakladi-ogrenciler-kararli/ …",93,20
Diken,27-Sep-18,Bir Kadıköy yazısı da LA Times’tan: Erdoğan’dan kaçan gençlerin sığınağı http://www.diken.com.tr/bir-kadikoy-yazisi-da-la-timestan-erdogandan-kacan-genclerin-siginagi/ …,98,27
Diken,6-Dec-17,"AKP’li başkanın ‘kıyas’ı: Ne yapalım kadın öldürülüyorsa, erkekler öldürülmüyor mu? http://www.diken.com.tr/akpli-baskanin-kiyasi-ne-yapalim-kadin-olduruluyorsa-erkekler-oldurulmuyor-mu/ …",24,14
Diken,11-Oct-18,"Ne, nerde, ne zaman: İstanbul için kültür sanat ajandası http://www.diken.com.tr/ne-nerde-ne-zaman-istanbul-icin-kultur-sanat-ajandasi/ …",18,3
Diken,28-Aug-18,Polis düğün salonu bastı: Zorla evlendirilmek istenen çocuk kurtarıldı http://www.diken.com.tr/polis-dugun-salonu-basti-zorla-evlendirilmek-istenen-cocuk-kurtarildi/ …,66,18
Diken,3-Sep,BDDK kurucusundan Halkbank müdürüne: Hatalı kurdan döviz işlemi iptal edilemez http://www.diken.com.tr/bddk-kurucusundan-halk-bank-mudurune-hatali-kurdan-doviz-islemi-iptal-edilemez/ …,34,21
Diken,18-Aug-18,El sıkmayan Müslüman çiftin İsviçre vatandaşı olma talebi reddedildi http://www.diken.com.tr/el-sikmayan-musluman-ciftin-isvicre-vatandasi-olma-talebi-reddedildi/ …,287,41
Diken,5-Jul,Son başbakana soru: ‘Girmeseydik bu işe’ dediğiniz proje var mı? Cevap: 15 Temmuz http://www.diken.com.tr/son-basbakana-soru-girmeseydik-bu-ise-dediginiz-proje-var-mi-cevap-15-temmuz/ …,562,502
Diken,26-Jul-18,AYM’ye 191 bini aşkın bireysel başvuru: Dörtte üçü ‘adil yargılanma hakkı ihlali’ http://www.diken.com.tr/aymye-191-bini-askin-bireysel-basvuru-dortte-ucu-adil-yargilanma-hakki-ihlalinden/ …,7,15
Diken,4-Jul,Bu kez Antalya: İki kız çocuğunu istismar eden adama 31 yıla kadar hapis talebi http://www.diken.com.tr/bu-kez-antalya-iki-kiz-cocugunu-istismar-eden-adama-31-yila-kadar-hapis-talebi/ …,28,16
Diken,16-May-18,"Kuruyemişçiler: Türkiye üretimde sınıfta kalıyor, kuruyemişte tam bağımlı olacağız http://www.diken.com.tr/568443-2/",38,18
Diken,19-Oct-18,Hayvanları koruyan düzenleme nihayet: Erdoğan’dan ‘yasaya öncelik verin’ talimatı http://www.diken.com.tr/hayvanlari-koruyan-duzenleme-nihayet-erdogandan-yasa-hemen-cikmali-talimati/ …,48,11
Diken,22-May-18,Bekir Coşkun: Gitmemek insanın elinde olsaydı Padişah Dolmabahçe’de oturuyordu hâlâ… http://www.diken.com.tr/bekir-coskun-gitmemek-insanin-elinde-olsaydi-padisah-dolmabahcede-oturuyordu-hala/ …,105,33
Diken,13-Aug-18,Başsavcılık: ‘Ekonomik saldırıları hizmet edenler’e soruşturma başlatıldı http://www.diken.com.tr/bassavcilik-ekonomik-saldirilari-hizmet-edenlere-sorusturma-baslatildi/ …,16,7
Diken,8-Dec-17,Mine Söğüt: Din savaşları her zaman kocaman bir yalandır http://www.diken.com.tr/mine-sogut-din-savaslari-zaman-kocaman-bir-yalandir/ …,20,6
Diken,9-Jul,"HDP, tren kazasından bakanlığı ve Demir Yolları’nı sorumlu tuttu http://www.diken.com.tr/hdp-tren-kazasindan-bakanligi-ve-demir-yollarini-sorumlu-tuttu-bakim-ihalesini-iptal-ettiniz/ …",41,5
Diken,24-May-18,"İnce’den Erdoğan’a çağrı: Danışmanları uzaklaştırın, MB’ye müdahale etmeyin http://www.diken.com.tr/inceden-erdogana-cagri-danismanlari-uzaklastirin-mbye-mudahale-etmeyin/ …",22,11
Diken,4-Dec-17,"Canlı Blog | Sarraf konuşuyor:  ""17 Aralık'tan sonra eski usulle işimi sürdürdüm... Altın ve gıdayla.” http://www.diken.com.tr/canli-blog-sarraf-hakim-karsisinda/ …",17,15
Diken,17-Jul-18,Pompa fiyatına yansımayacak: Benzine 12 kuruş zam http://www.diken.com.tr/pompa-fiyatina-yansimayacak-benzine-12-kurus-zam/ …,6,4
Diken,16-Jul-18,Melis Alphan: Evdeki hesap çarşıya uymadı ve kadınlara doğrulttuğu silah kendi elinde patladı http://www.diken.com.tr/melis-alphan-evdeki-hesap-carsiya-uymadi-ve-kadinlara-dogrulttugu-silah-kendi-elinde-patladi/ …,8,3
Diken,5-Oct,Festival direktörü Kerem Ayan seçti: Filmekimi’nde keşfedilmeyi bekleyen yedi film http://www.diken.com.tr/festival-direktoru-kerem-ayan-secti-filmekiminde-kesfedilmeyi-bekleyen-yedi-film/ …,14,3
Diken,23-Oct-18,"‘Tayyipler alemi’, hoşgörü ve eleştirme özgürlüğünün sonu @kemalgoktas'ın haber-analizi http://www.diken.com.tr/tayyipler-alemi-hosgoru-ve-elestirme-ozgurlugunun-sonu/ …",13,4
Diken,8-Oct,Cemal Kaşıkçı ve Türkiye’nin itibarı @amberinzaman yazdı http://www.diken.com.tr/cemal-kasikci-ve-turkiyenin-itibari/ …,6,6
Diken,6-Jul,Tahliye olan Celalettin Can: ‘Yukarıdan gelen’ istihbaratçı baskın seçimi biliyordu http://www.diken.com.tr/tahliye-olan-celalettin-can-yukaridan-geldik-diyen-iki-istihbaratci-baskin-secimi-biliyordu/ …,27,14
Diken,8-Oct,"Yeniden aday olmayacağını açıklayan Kocaoğlu: Siyaseti bırakıyorum, CHP’yi değil http://www.diken.com.tr/yeniden-aday-olmayacagini-aciklayan-kocaoglu-siyaseti-birakiyorum-chpyi-degil/ …",25,4
Diken,29-Jul-18,Ahmet Şık’ın söz özgürlüğü ve parlamentonun egemenlik alanı MURAT SEVİNÇ'in yazısı http://www.diken.com.tr/ahmet-sikin-soz-ozgurlugu-ve-parlamentonun-egemenlik-alani/ …,28,9
Diken,5-May,"VİDEO | Ankara belediye başkanından afet yorumu: 500 yılda bir görülebilecek bir afet, bunun önlemi olamaz http://www.diken.com.tr/ankarada-once-saganak-sonra-sel-yaralilar-var-araclar-suruklendi/ …",21,18
Diken,3-Oct,‘İmar barışı’ derken dozer girdi: Dere yatağındaki binanın yıkımına başlandı http://www.diken.com.tr/imar-barisi-derken-dozer-girdi-dere-yatagindaki-binanin-yikimina-baslandi/ …,14,2
Diken,19-Jul-18,"Parke taşıyla saldırıya uğrayan doktor: Meslektaşımı tehdit ediyordu, araya girdim http://www.diken.com.tr/parke-tasiyla-saldiriya-ugrayan-doktor-meslektasimi-tehdit-ediyordu-araya-girdim/ …",63,21
Diken,14-May-18,Adaylık resmileşti: Demirtaş’ın avukatları tahliye için başvuru yapacak http://www.diken.com.tr/adaylik-resmilesti-demirtasin-avukatlari-tahliye-icin-basvuru-yapacak/ …,296,71
Diken,2-Dec-17,Reuters kareleriyle Gülmen’in tahliye sevinci http://www.diken.com.tr/reuters-kareleriyle-gulmenin-tahliye-sevinci/ …,20,13
Diken,11-Aug-18,"İstifa eden İYİ Parti kurucusu Yeniçeri: Lider partisi oldu, bu partiden muhalefet olmaz http://www.diken.com.tr/istifa-eden-iyi-parti-kurucularindan-yeniceri-lider-partisi-oldu-muhalefet-olmaz/ …",42,6
Diken,2-Dec-17,Sevilay Yılman: Uyarılmasına rağmen bir insan sırf kızının Disneyland hevesi için niye ABD’ye gider? http://www.diken.com.tr/sevilay-yilman-uyarilmasina-ragmen-bir-insan-sirf-kizinin-disneyland-hevesi-icin-niye-abdye-gider/ …,17,9
Diken,19-Sep-18,ABD’den DSG’ye sevkiyat: 250 tır silah ve zırhlı araç gönderildi http://www.diken.com.tr/abdden-dsgye-sevkiyat-250-tir-silah-ve-zirhli-arac-gonderildi/ …,18,9
Diken,7-Aug,"Belediyelerin Hazine’ye borcu 11.4 milyar lira: İlk üç Kocaeli, Adana, Sakarya http://www.diken.com.tr/belediyelerin-hazineye-borcu-11-4-milyar-lira-ilk-uc-kocaeli-adana-sakarya/ …",16,10
Diken,16-Aug-18,İngiltere’de stoklarda TL kalmadı: Değer kaybı nedeniyle talep patlaması http://www.diken.com.tr/ingilterede-stoklarda-tl-kalmadi-deger-kaybi-nedeniyle-talep-patlamasi/ …,6,2
Diken,5-Jul,Köpeği yakan adam serbest: Çocuklara kuduz geçmesin diye yaptım http://www.diken.com.tr/kopegi-yakan-adam-serbest-cocuklara-kuduz-gecmesin-diye-yaptim/ …,10,27
Diken,15-Jul-18,SON DAKİKA Dünya Kupası Fransa’nın! http://www.diken.com.tr/dunya-kupasi-fransanin/ …,27,5
Diken,17-Jul-18,HDP’li vekiller Tosun ve Farisoğulları’na soruşturma http://www.diken.com.tr/hdpli-vekiller-tosun-ve-farisogullari-hakkinda-sorusturma-baslatildi/ …,9,3
Diken,2-Jul,‘Tek yol sokağa dökülmek’: Reklamcı 24 Haziran yorumundan tutuklandı http://www.diken.com.tr/instagramda-24-haziran-yorumu-yapti-tutuklandi-en-buyuk-yolsuzluk-bu-olmali/ …,13,10
Diken,24-May-18,Nobelli iktisatçı durumu ’97-98 dönemi’ne benzetti: Türkiye serbest düşüşte http://www.diken.com.tr/nobelli-iktisatci-krugman-yasananlari-97-98-donemine-benzetti-turkiye-serbest-dususte/ …,44,23
Diken,2-Aug,"İran Riyali dolar karşısında eridi, halk sokağa döküldü http://www.diken.com.tr/iran-riyali-dolar-karsisinda-deger-kaybetti-halk-sokaga-cikti/ …",111,61
Diken,28-Aug-18,Amazon’un Türkiye’yi ‘bekletme’ nedeni: iPhone’lar balyozla kırılırken doğru değil http://www.diken.com.tr/amazonun-turkiyeyi-bekletme-nedeni-iphonelar-balyozla-kirilirken-dogru-degil/ …,10,4
Diken,15-May-18,"Akşener: Kürtler cumhurbaşkanlığı seçiminde bana ikinci turda oy vermez iddiası tamamen şehir efsanesi, gittiğim hiçbir güneydoğu ilinde elim havada kalmadı http://www.diken.com.tr/aksener-demirtasla-esit-kosullarda-kampanya-yapmaliyiz-anadile-saygi-duyulmali/ …",76,12
Diken,1-Dec-17,Belediyenin evinin girişine kaldırım ördüğü adam kapıda kaldı! http://www.diken.com.tr/belediyenin-evinin-girisine-kaldirim-ordugu-adam-kapida-kaldi/ …,49,44
Diken,6-Jul,Yıllık mutfak enflasyonu yüzde 19.7: Açlık sınırı 1757 liraya yükseldi http://www.diken.com.tr/yillik-mutfak-enflasyonu-yuzde-19-7-aclik-siniri-1757-liraya-yukseldi/ …,17,20
Diken,6-Jul,‘Yerli ve milli’ kredi derecelendirme kuruluşu geliyor: Bankalara not verecek http://www.diken.com.tr/yerli-ve-milli-kredi-derecelendirme-kurulusu-geliyor-bankalara-not-verecek/ …,18,6
Diken,4-May,"Deran’ın anneannesi: Annesinin yokluğunu hissediyor, sürekli ağlıyor http://www.diken.com.tr/deranin-anneannesi-annesinin-yoklugunu-hissediyor-surekli-agliyor/ …",58,20
Diken,23-May-18,Dizel araç yasağı Hamburg’da başlıyor: 150 binden fazla araç etkilenecek http://www.diken.com.tr/dizel-arac-yasagi-hamburgda-basliyor-150-binden-fazla-arac-etkilenecek/ …,13,12
Diken,10-Oct-18,Fenerbahçe başkanı: Volkan Demirel bana saygısızlık yaptı http://www.diken.com.tr/fenerbahce-baskani-taktiksel-bilgiler-disari-sizdirildi/ …,14,0
Diken,9-Aug,"Erdoğan iş dünyasını ‘rahatlattı’: Hiç korkmayın, hepsi geçecek http://www.diken.com.tr/erdogan-is-dunyasini-rahatlatti-hic-korkmayin-hepsi-gececek/ …",105,36
Diken,7-May,Karamollaoğlu-İnce görüşmesinde ortak karar: Televizyonda tüm adaylar tartışsın,494,146
Diken,8-Dec-17,"Canlı Blog | Soru: ""Toplantıların amacı soruşturma yapmak mıydı?"" Cohen: ""Bankalara bilgi verildi ve bilgi toplandı.""",4,8
Diken,16-Aug-18,‘Erdoğan’a hakaret’te bugün: İnce’nin İzmir mitinginde tutuklanan dokuz kişiye tahliye http://www.diken.com.tr/erdogana-hakarette-bugun-incenin-izmir-mitinginde-tutuklanan-dokuz-kisiye-tahliye/ …,20,5
Diken,28-Jul-18,Şam ile DSG’nin diyaloğu kurumsallaşıyor: Müzakere için komiteler kurulacak http://www.diken.com.tr/sam-ile-dsgnin-diyalogu-kurumsallasiyor-muzakere-icin-komiteler-kurulacak/ …,13,3
Diken,14-Sep-18,İşte tarihi şuur: 1700 senelik kale PVC pencere ve betonla restore edildi http://www.diken.com.tr/iste-tarihi-suur-1700-senelik-kale-pvc-pencere-ve-betonla-restore-edildi/ …,256,175
Diken,23-May-18,"Muharrem İnce, miting esnasında sahneye bir ‘yurttaş’ çıkarsa, çok iyi olmaz mı? (2) MURAT SEVİNÇ yazdı  http://www.diken.com.tr/muharrem-ince-miting-esnasinda-sahneye-bir-yurttas-cikarsa-cok-iyi-olmaz-mi-2/ …",29,17
Diken,11-May-18,Yasaklar sökmedi: ODTÜ’de yüzlerce öğrenci Onur Yürüyüşü’ne katıldı http://www.diken.com.tr/yasaklar-sokmedi-odtude-yuzlerce-ogrenci-onur-yuruyusune-katildi/ …,500,119
Diken,5-May,‘Millet ittifakı’ protokolü YSK’da: İlk hedef ‘tuzak ve hileleri’ aşıp adil seçimi sağlamak http://www.diken.com.tr/millet-ittifaki-protokolu-yskda-ilk-hedef-tuzak-ve-hileleri-asip-adil-secimi-saglamak/ …,73,19
Diken,9-Jul,Hükümetten işaret: Bedelli askerlik cumhurbaşkanlığı kararnamesiyle olabilir http://www.diken.com.tr/hukumetten-isaret-bedelli-askerlik-cumhurbaskanligi-kararnamesiyle-olabilir/ …,47,21
Diken,11-May-18,İnce’den Erdoğan’a çağrı: Mal varlığını açıkla http://www.diken.com.tr/inceden-erdogana-cagri-mal-varligini-acikla/ …,112,53
Diken,20-Aug-18,Merkel: Türkiye’nin şimdilik özel bir Alman ekonomik yardımına ihtiyacı yok http://www.diken.com.tr/turkiyeye-mali-yardim-onerisi-su-an-icin-alman-hukumetinin-gundeminde-degil/ …,11,3
